"name"	"Na"	"Cl"	"SO4"	"Ca"	"SiO2_mgL"	"pH"	"Rej_Cl"	"Rej_SO4"	"Rej_Na"	"Rej_Ca"	"Rej_SiO2"	"state"	"type"	"time"	"start_vol"	"Na_mmol"	"Ca_mmol"	"Cl_mmol"	"SO4_mmol"	"SiO2_mmol"	"perm_vol"	"Recovery"	"Cl_SO4"	"SiO2_ladet"	"total_sio2_ladet"	"anion_total"	"Cl_anion"
"ID:4B"	129.5675	189.566	20.4245	7.839	58.2	NA	39.1891214669297	100	40.6486966253111	60.2372751626483	11.6838487972509	"Batch"	"ICR"	1	NA	5.63581992170509	0.195593592494635	5.34741889985896	0.212622319383719	0.968708388814914	NA	10.2	NA	NA	NA	NA	NA
"ID:4B"	138.8175	194.32425	25.051	9.223	57.4	NA	33.3455551738911	100	37.9440632485097	63.2006939173805	9.75609756097561	"Batch"	"ICR"	3	NA	6.03816876903001	0.23012625380508	5.48164315937941	0.260784926087862	0.955392809587217	NA	30.6	NA	NA	NA	NA	NA
"ID:4B"	155.3575	212.73225	33.022	10.896	59	NA	28.4598362495578	100	36.4053875738217	59.8751835535977	10.5084745762712	"Batch"	"ICR"	5	NA	6.75761200521966	0.271869853785119	6.00090973201692	0.343764313970435	0.98202396804261	NA	51	NA	NA	NA	NA	NA
"ID:4B"	179.775	245.049	47.7005	13.5585	59.6	NA	31.5258376896049	100	37.7360589625921	59.6821182284176	8.38926174496645	"Batch"	"ICR"	7	NA	7.81970421922575	0.338302809521433	6.91252468265162	0.496569852175723	0.992010652463382	NA	71.4	NA	NA	NA	NA	NA
"ID:5A"	553.6275	177.73875	277.2425	6.5735	80.6	NA	17.9853858542383	98.8261179292497	73.7910418106037	73.1877994979843	44.4168734491315	"Batch"	"ICR"	2	NA	24.081230969987	0.164017665552173	5.01378702397743	2.88613887153862	1.34154460719041	NA	20.4	NA	NA	NA	NA	NA
"ID:5A"	631.255	182.88025	337.5125	6.8335	87	NA	16.9790067544199	98.670271471427	75.0865339680478	71.4421599473183	44.8275862068966	"Batch"	"ICR"	4	NA	27.4578077424967	0.17050501522032	5.15882228490832	3.5135592338122	1.44806924101198	NA	40.8	NA	NA	NA	NA	NA
"ID:5A"	824.84	192.26975	503.505	7.753	99.6	NA	5.60501586963109	98.6903804331635	74.7657121381116	71.0757126273701	46.9879518072289	"Batch"	"ICR"	6	NA	35.8782079164854	0.193447776835171	5.42368829337094	5.24156777014366	1.6577896138482	NA	61.2	NA	NA	NA	NA	NA
"ID:5A"	983.2875	197.99675	646.3175	8.499	113	NA	-2.42516606964507	98.627686856692	72.2138743755006	72.2555594775856	49.9115044247788	"Batch"	"ICR"	7	NA	42.770226185298	0.212061480113778	5.58523977433004	6.72826879033937	1.88082556591212	NA	71.4	NA	NA	NA	NA	NA
