"Name"	"time"	"Stream"	"avg_mgL"	"std_mgL"	"Std_p"	"ion"	"mw"	"mM"	"Recovery"	"plot"
"ID:4A"	4	"Feed"	757.965413943355	0.346620971170043	0.000457304469034714	"SO4"	96.06	7.89054147348902	40.8	"Ca, Cl, SiO2, SO4 "
"ID:4A"	4.5	"Feed"	823.343954248366	3.73965514451044	0.00454203267688336	"SO4"	96.06	8.5711425593209	45.9	"Ca, Cl, SiO2, SO4 "
"ID:4A"	5	"Feed"	885.22848583878	2.65357610151157	0.00299761716207904	"SO4"	96.06	9.21537045428669	51	"Ca, Cl, SiO2, SO4 "
"ID:4A"	6	"Feed"	1056.14079520697	1.99499625628876	0.00188894914896058	"SO4"	96.06	10.9945949948675	61.2	"Ca, Cl, SiO2, SO4 "
"ID:4A"	8	"Feed"	1573.36301742919	0.300404841680501	0.00019093167841923	"SO4"	96.06	16.3789612474411	81.6	"Ca, Cl, SiO2, SO4 "
"ID:4A"	0.333333333333333	"Permeate"	6.66843681917211	0.225881332879036	0.0338732058208326	"SO4"	96.06	0.0694194963478254	3.4	"Ca, Cl, SiO2, SO4 "
"ID:4A"	0.666666666666667	"Permeate"	6.51811002178649	0.0394762772721245	0.00605639934584977	"SO4"	96.06	0.0678545702871798	6.8	"Ca, Cl, SiO2, SO4 "
"ID:4A"	1	"Permeate"	6.77260348583878	0.00192567206205507	0.000284332615379236	"SO4"	96.06	0.0705038880474576	10.2	"Ca, Cl, SiO2, SO4 "
"ID:4A"	1.33333333333333	"Permeate"	6.99074074074074	0.0373580380038647	0.005343931264129	"SO4"	96.06	0.0727747318419815	13.6	"Ca, Cl, SiO2, SO4 "
"ID:4A"	1.66666666666667	"Permeate"	7.16707516339869	0.0360100675604258	0.00502437420278839	"SO4"	96.06	0.0746104014511627	17	"Ca, Cl, SiO2, SO4 "
"ID:4A"	2	"Permeate"	7.71037581699346	0.0152128092902339	0.00197303084198637	"SO4"	96.06	0.0802662483551266	20.4	"Ca, Cl, SiO2, SO4 "
"ID:4A"	2.33333333333333	"Permeate"	6.96187363834423	0.0127094356095621	0.00182557688774495	"SO4"	96.06	0.0724742206781618	23.8	"Ca, Cl, SiO2, SO4 "
"ID:4A"	2.66666666666667	"Permeate"	8.46132897603486	0.0265742744563577	0.00314067382696317	"SO4"	96.06	0.0880837911309063	27.2	"Ca, Cl, SiO2, SO4 "
"ID:4A"	3	"Permeate"	8.87159586056645	0.00442904574272566	0.000499238898202343	"SO4"	96.06	0.0923547351714184	30.6	"Ca, Cl, SiO2, SO4 "
"ID:4A"	3.33333333333333	"Permeate"	9.28690087145969	0.000192567206206009	2.07353571305798e-05	"SO4"	96.06	0.0966781269150499	34	"Ca, Cl, SiO2, SO4 "
"ID:4A"	3.66666666666667	"Permeate"	9.71868191721133	0.00539188177375445	0.000554795580273667	"SO4"	96.06	0.101173036822937	37.4	"Ca, Cl, SiO2, SO4 "
"ID:4A"	4	"Permeate"	10.3090958605664	0.0107837635475076	0.00104604358067489	"SO4"	96.06	0.107319340626342	40.8	"Ca, Cl, SiO2, SO4 "
"ID:4A"	4.5	"Permeate"	11.1466503267974	0.000577701618616772	5.1827374294494e-05	"SO4"	96.06	0.116038416893581	45.9	"Ca, Cl, SiO2, SO4 "
"ID:4A"	5	"Permeate"	12.348720043573	0.0240709007756859	0.00194926281353457	"SO4"	96.06	0.128552155356787	51	"Ca, Cl, SiO2, SO4 "
