"Name"	"Time"	"Stream"	"key"	"value"	"std_p"	"Mw"	"Concentration"	"start_vol"	"Recovery"	"plot"
"ID:7A"	8.5	"Permeate"	"SiO2"	NA	NA	60.08	NA	10	86.7	"Ca, Cl, Mg, SiO2, SO4"
"ID:7B"	0	"Permeate"	"SiO2"	NA	NA	60.08	NA	8.45	0	"Ca, Cl, Mg, SiO2, SO4"
"ID:7B"	1.5	"Permeate"	"SiO2"	35	0.0571428571428571	60.08	0.582556591211718	8.45	18.1065088757396	"Ca, Cl, Mg, SiO2, SO4"
"ID:7B"	4	"Permeate"	"SiO2"	37.4	0.053475935828877	60.08	0.622503328894807	8.45	48.2840236686391	"Ca, Cl, Mg, SiO2, SO4"
"ID:7B"	6.5	"Permeate"	"SiO2"	39.6	0.0505050505050505	60.08	0.659121171770972	8.45	78.4615384615385	"Ca, Cl, Mg, SiO2, SO4"
"ID:7B"	7.25	"Permeate"	"SiO2"	NA	NA	60.08	NA	8.45	87.5147928994083	"Ca, Cl, Mg, SiO2, SO4"
"ID:6A"	2.09580838323353	"Perm spand"	"SiO2"	41.4	0.0483091787439614	60.08	0.689081225033289	10	21.377245508982	"Ca, Cl, Mg, SiO2, SO4"
"ID:6A"	4.19161676646707	"Perm spand"	"SiO2"	43	0.0465116279069767	60.08	0.715712383488682	10	42.7544910179641	"Ca, Cl, Mg, SiO2, SO4"
"ID:6A"	6.1764	"Perm spand"	"SiO2"	47.2	0.0423728813559322	60.08	0.785619174434088	10	36.6467065868263	"Ca, Cl, Mg, SiO2, SO4"
"ID:6A"	8.78243512974052	"Perm spand"	"SiO2"	49.6	0.0403225806451613	60.08	0.825565912117177	10	89.5808383233533	"Ca, Cl, Mg, SiO2, SO4"
"ID:6B"	2.09580838323353	"Perm spand"	"SiO2"	38.4	0.0520833333333333	60.08	0.639147802929427	8.5	25.1497005988024	"Ca, Cl, Mg, SiO2, SO4"
"ID:6B"	4.19161676646707	"Perm spand"	"SiO2"	40.3	0.0496277915632754	60.08	0.670772303595206	8.5	50.2994011976048	"Ca, Cl, Mg, SiO2, SO4"
"ID:6B"	6.1764	"Perm spand"	"SiO2"	41.3	0.0484261501210654	60.08	0.687416777629827	8.5	43.1137724550898	"Ca, Cl, Mg, SiO2, SO4"
"ID:6B"	8.78243512974052	"Perm spand"	"SiO2"	46.5	0.043010752688172	60.08	0.773968042609854	8.5	105.389221556886	"Ca, Cl, Mg, SiO2, SO4"
"ID:7A"	2.09580838323353	"Perm spand"	"SiO2"	37.2	0.053763440860215	60.08	0.619174434087883	10	21.377245508982	"Ca, Cl, Mg, SiO2, SO4"
"ID:7A"	4.19161676646707	"Perm spand"	"SiO2"	39.5	0.0506329113924051	60.08	0.65745672436751	10	42.7544910179641	"Ca, Cl, Mg, SiO2, SO4"
"ID:7A"	6.1764	"Perm spand"	"SiO2"	41.3	0.0484261501210654	60.08	0.687416777629827	10	36.6467065868263	"Ca, Cl, Mg, SiO2, SO4"
"ID:7A"	8.78243512974052	"Perm spand"	"SiO2"	46.3	0.0431965442764579	60.08	0.770639147802929	10	89.5808383233533	"Ca, Cl, Mg, SiO2, SO4"
"ID:7B"	2.09580838323353	"Perm spand"	"SiO2"	35.1	0.056980056980057	60.08	0.58422103861518	8.45	25.298515395245	"Ca, Cl, Mg, SiO2, SO4"
"ID:7B"	4.19161676646707	"Perm spand"	"SiO2"	35.6	0.0561797752808989	60.08	0.59254327563249	8.45	50.59703079049	"Ca, Cl, Mg, SiO2, SO4"
"ID:7B"	6.1764	"Perm spand"	"SiO2"	36.7	0.0544959128065395	60.08	0.610852197070573	8.45	43.3688835347057	"Ca, Cl, Mg, SiO2, SO4"
"ID:7B"	8.78243512974052	"Perm spand"	"SiO2"	38.3	0.0522193211488251	60.08	0.637483355525965	8.45	106.01282641817	"Ca, Cl, Mg, SiO2, SO4"
