"name"	"Na"	"Cl"	"SO4"	"Ca"	"SiO2_mgL"	"pH"	"Rej_Cl"	"Rej_SO4"	"Rej_Na"	"Rej_Ca"	"Rej_SiO2"	"state"	"type"	"time"	"start_vol"	"Na_mmol"	"Ca_mmol"	"Cl_mmol"	"SO4_mmol"	"SiO2_mmol"	"perm_vol"	"Recovery"	"SiO2_ladet"	"Cl_SO4"	"total_sio2_ladet"	"anion_total"	"Cl_anion"
"FCT_1A"	438.42	58.958	82.651	19.723	69.6	NA	-35.015604328505	83.7860400963086	63.6843665891154	81.227500887289	39.9425287356322	"Batch"	"FCT"	1.5	10	19.0700304480209	0.492115375018713	1.66313117066291	0.860410160316469	1.15845539280959	NA	15.3	NA	0.659046535218606	NA	NA	NA
"FCT_1A"	797.54	40.5	200.09	27.0725	101.6	NA	-59.162962962963	88.9183617372182	69.7137447651528	85.1085049404377	49.8031496062992	"Batch"	"FCT"	7	10	34.6907351022184	0.675495284195818	1.14245416078984	2.08296897772226	1.69107856191744	NA	71.4	NA	0.354202878732017	NA	NA	NA
"FCT_2A"	348.995	49.0685	145.69	19.2755	59.4	NA	-33.4134933817011	91.2962454526735	60.0617487356552	82.8357241057301	32.996632996633	"Batch"	"FCT"	1.5	10	15.1802957807743	0.480949648186037	1.38416078984485	1.51665625650635	0.988681757656458	NA	15.3	NA	0.477162388295367	NA	NA	NA
"FCT_2A"	577.73	36.46	317.895	32.0225	76.8	NA	-53.1719692814043	93.6808537410151	63.8961971855365	86.3236786634398	39.84375	"Batch"	"FCT"	7	10	25.1296215745977	0.799004441339388	1.02849083215797	3.30933791380387	1.27829560585885	NA	71.4	NA	0.237098071959482	NA	NA	NA
"FCT_1B"	190.8675	73.0705	20.627	19.743	44.8	NA	-7.58993027281871	54.3607892567993	40.4298793665763	62.097958770197	1.3392857142857	"Batch"	"FCT"	1.5	8.5	8.30219660722053	0.492614401916263	2.06122708039492	0.214730376847803	0.745672436750999	NA	18	NA	0.905652728189417	NA	NA	NA
"FCT_1B"	267.7325	72.125	41.241	34.4975	48	NA	-5.76429809358752	61.0945418394316	40.120269298647	64.1785636640336	14.375	"Batch"	"FCT"	6.5	8.5	11.6456067855589	0.860759019911173	2.0345557122708	0.429325421611493	0.798934753661784	NA	78	NA	0.825752380783479	NA	NA	NA
"FCT_2B"	154.0525	49.9225	20.8765	20.5825	41.6	NA	-12.6716410436176	60.0028740449788	42.3053829051784	67.9752216688935	15.8653846153846	"Batch"	"FCT"	1.5	8.45	6.70084819486733	0.513561055940915	1.40825105782793	0.217327711846762	0.692410119840213	NA	18.1065088757396	NA	0.866307486354381	NA	NA	NA
"FCT_2B"	242.1325	47.468	42.9435	39.364	46.4	NA	-15.5757562989804	69.0116082759906	45.4885238454152	71.7076516614165	14.6551724137931	"Batch"	"FCT"	6.5	8.45	10.5320791648543	0.982184739757473	1.33901269393512	0.447048719550281	0.772303595206391	NA	78.4615384615385	NA	0.749701372990367	NA	NA	NA
