"","mL","pH","sec","dpHdml","dvdpH","dpHdv"
"1522",36.504,9.922,4217.902,24.459331,3.23076923076924,0.309523809523809
"1523",36.528,9.93,4220.754,10.858753,4.8000000000002,0.208333333333325
"1524",36.552,9.931,4223.225,11.384384,3.49999999999998,0.285714285714287
"1525",36.576,9.94,4226.648,18.517572,3.23076923076924,0.309523809523809
"1526",36.6,9.946,4229.118,3.460613,4,0.25
"1527",36.624,9.943,4231.588,9.350237,3.81818181818192,0.261904761904755
"1528",36.648,9.954,4237.105,36.523188,3.2941176470588,0.303571428571431
"1529",36.672,9.973,4240.337,21.061964,4,0.25
"1530",36.696,9.972,4242.81,0.784599,4.0975609756097,0.244047619047622
"1531",36.72,9.972,4245.28,16.044972,3.73333333333332,0.267857142857144
"1532",36.744,9.985,4248.514,24.993508,3.57446808510632,0.27976190476191
"1533",36.768,9.993,4251.555,16.607354,2.99999999999994,0.33333333333334
"1534",36.792,9.999,4254.598,11.963859,3.42857142857145,0.291666666666665
"1535",36.816,10.003,4257.83,13.045034,4.6666666666669,0.214285714285704
"1536",36.84,10.009,4261.061,7.99129,4.4210526315789,0.226190476190479
"1537",36.864,10.01,4263.533,19.473963,3.11111111111108,0.321428571428574
"1538",36.888,10.026,4266.956,18.181681,4.19999999999988,0.238095238095245
"1539",36.912,10.025,4269.43,15.423618,3.73333333333332,0.267857142857144
"1540",36.936,10.038,4272.665,19.414989,4,0.25
"1541",36.96,10.041,4275.137,20.409841,3.23076923076924,0.309523809523809
"1542",36.984,10.055,4278.372,20.147453,3.42857142857145,0.291666666666665
"1543",37.008,10.058,4281.417,12.400602,2.99999999999994,0.33333333333334
"1544",37.032,10.066,4284.462,17.191958,3.65217391304351,0.273809523809521
"1545",37.056,10.072,4287.509,18.131255,3.00000000000003,0.33333333333333
"1546",37.08,10.081,4291.311,7.34515,4.20000000000007,0.238095238095234
"1547",37.104,10.078,4293.788,3.601636,3.9069767441861,0.255952380952378
"1548",37.128,10.084,4296.264,18.856881,4.4210526315789,0.226190476190479
"1549",37.152,10.093,4298.738,30.435278,3.2941176470588,0.303571428571431
"1550",37.176,10.109,4301.593,20.332919,3.81818181818208,0.261904761904744
"1551",37.2,10.11,4304.067,35.76081,2.54545454545451,0.392857142857149
"1552",37.224,10.138,4307.3,37.878716,2.75409836065573,0.363095238095239
"1553",37.248,10.142,4310.342,4.193932,2.9473684210526,0.339285714285718
"1554",37.272,10.135,4312.813,9.951079,3.35999999999994,0.297619047619053
"1555",37.296,10.134,4315.285,26.791762,2.62499999999999,0.380952380952383
"1556",37.32,10.157,4318.517,31.489103,3.2941176470588,0.303571428571431
"1557",37.344,10.16,4320.988,11.505749,2.9473684210526,0.339285714285718
"1558",37.368,10.167,4324.416,13.395454,5.09090909090937,0.196428571428561
"1559",37.392,10.171,4326.887,20.157709,4.0975609756097,0.244047619047622
"1560",37.416,10.183,4329.741,23.924299,2.99999999999994,0.33333333333334
"1561",37.44,10.191,4332.783,9.101524,2.9473684210526,0.339285714285718
"1562",37.464,10.191,4335.253,18.605604,3.42857142857145,0.291666666666665
"1563",37.488,10.206,4338.487,21.256832,3.42857142857145,0.291666666666665
"1564",37.512,10.209,4340.959,13.949289,3.2941176470588,0.303571428571431
"1565",37.536,10.218,4344.193,28.419934,2.75409836065573,0.363095238095239
"1566",37.56,10.232,4347.425,20.930343,3.23076923076938,0.309523809523795
"1567",37.584,10.235,4350.467,20.108992,2.89655172413793,0.345238095238096
"1568",37.608,10.249,4353.516,29.992552,2.43478260869567,0.410714285714282
"1569",37.632,10.26,4356.749,1.193993,3.81818181818176,0.261904761904766
"1570",37.656,10.25,4359.221,3.501638,3.11111111111108,0.321428571428574
"1571",37.68,10.263,4362.453,20.161128,3.42857142857145,0.291666666666665
"1572",37.704,10.267,4364.924,25.152479,3.23076923076913,0.309523809523819
"1573",37.728,10.284,4368.349,20.636332,3.42857142857132,0.291666666666675
"1574",37.752,10.284,4370.824,14.775768,3.57446808510661,0.279761904761887
"1575",37.776,10.296,4374.249,17.65947,4.4210526315789,0.226190476190479
"1576",37.8,10.298,4376.72,24.035408,2.54545454545451,0.392857142857149
"1577",37.824,10.316,4379.95,33.888199,2.66666666666663,0.375000000000005
"1578",37.848,10.326,4382.99,20.367107,2.54545454545451,0.392857142857149
"1579",37.872,10.333,4386.226,5.235791,3.57446808510646,0.279761904761899
"1580",37.896,10.331,4388.7,20.832909,2.54545454545457,0.392857142857138
"1581",37.92,10.35,4391.553,34.772796,2.62499999999999,0.380952380952383
"1582",37.944,10.36,4394.597,16.74154,2.54545454545461,0.392857142857132
"1583",37.968,10.364,4398.024,24.290958,2.62499999999999,0.380952380952383
"1584",37.992,10.38,4401.449,18.41501,3.16981132075476,0.315476190476186
"1585",38.016,10.379,4404.492,4.387945,3.36000000000006,0.297619047619043
"1586",38.04,10.383,4407.532,19.795323,2.62499999999999,0.380952380952383
"1587",38.064,10.395,4410.955,18.127836,3.49999999999998,0.285714285714287
"1588",38.088,10.398,4413.425,27.580635,2.89655172413793,0.345238095238096
"1589",38.112,10.418,4416.279,13.677499,3.65217391304351,0.273809523809521
"1590",38.136,10.41,4418.751,18.780814,3.11111111111118,0.321428571428564
"1591",38.16,10.434,4421.985,42.461529,2.54545454545451,0.392857142857149
"1592",38.184,10.445,4425.98,14.809955,2.66666666666663,0.375000000000005
"1593",38.208,10.446,4429.407,18.609023,2.58461538461532,0.386904761904771
"1594",38.232,10.46,4432.832,17.353493,2.66666666666663,0.375000000000005
"1595",38.256,10.461,4435.308,14.645856,3.05454545454536,0.327380952380963
"1596",38.28,10.473,4438.923,15.517633,2.66666666666663,0.375000000000005
"1597",38.304,10.473,4441.396,9.145113,3.65217391304353,0.27380952380952
"1598",38.328,10.48,4443.867,24.177286,3.49999999999998,0.285714285714287
"1599",38.352,10.493,4447.099,34.863393,2.66666666666663,0.375000000000005
"1600",38.376,10.509,4450.715,61.226959,2,0.5
"1601",38.4,10.544,4453.759,27.153293,2.36619718309859,0.422619047619048
"1602",38.424,10.532,4456.615,19.15602,3.05454545454546,0.327380952380952
"1603",38.448,10.528,4459.087,6.680206,2.62499999999999,0.380952380952383
"1604",38.472,10.537,4461.558,31.636108,2.24000000000001,0.446428571428569
"1605",38.496,10.555,4464.794,23.492684,2.6250000000001,0.380952380952367
"1606",38.52,10.557,4468.219,20.239759,2.70967741935485,0.369047619047617
"1607",38.544,10.571,4471.26,20.939745,5.60000000000009,0.178571428571426
"1608",38.568,10.574,4474.495,23.564478,2.84745762711867,0.351190476190473
"1609",38.592,10.591,4477.92,30.055798,2.36619718309859,0.422619047619048
"1610",38.616,10.599,4480.779,12.248469,2.62499999999999,0.380952380952383
"1611",38.64,10.601,4483.824,9.216052,3.2941176470588,0.303571428571431
"1612",38.664,10.606,4486.677,18.840642,2.79999999999996,0.357142857142862
"1613",38.688,10.617,4489.719,19.98079,3.23076923076938,0.309523809523795
"1614",38.712,10.623,4492.381,13.319387,3.11111111111108,0.321428571428574
"1615",38.736,10.628,4494.855,36.318919,2.70967741935478,0.369047619047628
"1616",38.76,10.653,4497.897,36.73344,2.84745762711867,0.351190476190473
"1617",38.784,10.658,4500.749,1.845262,3.11111111111118,0.321428571428564
"1618",38.808,10.655,4503.222,9.635701,2.79999999999996,0.357142857142862
"1619",38.832,10.666,4506.455,35.221505,2.50746268656721,0.398809523809516
"1620",38.856,10.684,4509.307,18.65774,2.84745762711858,0.351190476190484
"1621",38.88,10.682,4511.779,9.332289,2.6250000000001,0.380952380952367
"1622",38.904,10.692,4514.632,29.672045,3.16981132075476,0.315476190476186
"1623",38.928,10.706,4517.865,15.764636,3.57446808510632,0.27976190476191
"1624",38.952,10.705,4520.337,21.002991,2.43478260869561,0.410714285714293
"1625",38.976,10.724,4523.951,24.525996,2.84745762711867,0.351190476190473
"1626",39,10.725,4526.423,18.420992,3.05454545454536,0.327380952380963
"1627",39.024,10.739,4529.086,22.022629,2.75409836065573,0.363095238095239
"1628",39.048,10.743,4532.127,10.320303,3.05454545454546,0.327380952380952
"1629",39.072,10.747,4535.171,18.776541,3.16981132075465,0.315476190476197
"1630",39.096,10.759,4537.837,13.847581,3.11111111111108,0.321428571428574
"1631",39.12,10.759,4540.308,20.407277,3.23076923076924,0.309523809523809
"1632",39.144,10.776,4543.162,31.148084,2.79999999999996,0.357142857142862
"1633",39.168,10.785,4546.014,15.262082,3.42857142857145,0.291666666666665
"1634",39.192,10.788,4548.486,18.758592,2.9473684210526,0.339285714285718
"1635",39.216,10.8,4551.72,28.100283,2.58461538461539,0.386904761904761
"1636",39.24,10.812,4554.955,9.793818,3.42857142857159,0.291666666666653
"1637",39.264,10.808,4557.428,4.828107,2.9473684210526,0.339285714285718
"1638",39.288,10.816,4559.903,25.782381,3.11111111111108,0.321428571428574
"1639",39.312,10.83,4563.139,12.921104,4.0975609756097,0.244047619047622
"1640",39.336,10.826,4565.611,16.953501,3.00000000000003,0.33333333333333
"1641",39.36,10.844,4569.226,33.571111,3.11111111111118,0.321428571428564
"1642",39.384,10.854,4572.271,19.386785,3.49999999999998,0.285714285714287
"1643",39.408,10.86,4575.502,5.716978,3.2941176470588,0.303571428571431
"1644",39.432,10.859,4577.976,12.942472,3.05454545454559,0.327380952380938
"1645",39.456,10.871,4581.211,21.54657,3.57446808510632,0.27976190476191
"1646",39.48,10.877,4584.444,13.229645,3.00000000000003,0.33333333333333
"1647",39.504,10.882,4587.107,14.397997,3.73333333333332,0.267857142857144
"1648",39.528,10.889,4589.768,17.475713,3.99999999999983,0.250000000000011
"1649",39.552,10.896,4592.431,19.540628,3.73333333333332,0.267857142857144
"1650",39.576,10.905,4595.852,14.896278,3.42857142857145,0.291666666666665
"1651",39.6,10.908,4598.322,16.806495,3.49999999999998,0.285714285714287
"1652",39.624,10.919,4601.364,23.367046,3.29411764705894,0.303571428571418
"1653",39.648,10.928,4604.408,7.81608,3.90697674418593,0.255952380952388
"1654",39.672,10.925,4606.881,12.647606,3.42857142857132,0.291666666666675
"1655",39.696,10.938,4609.733,13.71596,4.09756097560988,0.244047619047612
"1656",39.72,10.937,4612.207,10.565597,4,0.25
"1657",39.744,10.947,4615.061,18.133819,3.81818181818176,0.261904761904766
"1658",39.768,10.952,4617.532,22.826886,3.57446808510646,0.279761904761899
"1659",39.792,10.966,4620.767,24.839665,3.81818181818191,0.261904761904755
"1660",39.816,10.972,4623.62,0.894854,4.00000000000017,0.249999999999989
"1661",39.84,10.967,4626.093,16.580859,3.49999999999998,0.285714285714287
"1662",39.864,10.986,4629.136,27.155857,3.23076923076913,0.309523809523819
"1663",39.888,10.989,4631.987,10.145093,3.49999999999998,0.285714285714287
"1664",39.912,10.995,4634.841,15.246698,3.36558687421113,0.297125000000005
"1665",39.936,11.001917,4637.885,NA,NA,NA
