ml;pH;sec;dpH/dml
0.000;2.505;2.089000;29.980586
0.024;2.517;5.891000;19.761991
0.048;2.521;8.363000;19.091919
0.072;2.533;10.834000;24.439673
0.096;2.541;14.066000;19.304735
0.120;2.549;16.537000;8.924605
0.144;2.549;19.011000;12.133086
0.168;2.559;21.486000;28.983171
0.192;2.573;23.957000;28.737022
0.216;2.583;26.428000;18.530392
0.240;2.588;29.470000;6.238335
0.264;2.588;31.941000;24.858468
0.288;2.609;35.172000;28.654117
0.312;2.612;38.025000;21.036324
0.336;2.626;41.826000;21.924340
0.360;2.630;44.486000;7.146008
0.384;2.632;46.957000;0.908529
0.408;2.631;49.429000;20.208136
0.432;2.649;52.850000;41.245314
0.456;2.665;55.321000;17.162044
0.480;2.663;57.791000;12.788629
0.504;2.676;60.262000;38.341100
0.528;2.695;62.923000;28.769500
0.552;2.699;65.396000;4.716143
0.576;2.699;67.866000;21.825197
0.600;2.718;70.340000;42.228200
0.624;2.734;73.572000;26.896888
0.648;2.740;76.042000;14.309965
0.672;2.746;78.894000;18.181681
0.696;2.755;81.366000;34.079648
0.720;2.774;83.838000;32.892493
0.744;2.782;86.311000;9.879286
0.768;2.782;88.786000;25.797765
0.792;2.804;91.637000;19.824383
0.816;2.799;94.107000;14.973199
0.840;2.816;97.528000;30.615616
0.864;2.824;101.140000;23.089274
0.888;2.835;103.614000;1.611078
0.912;2.825;107.036000;17.336399
0.936;2.850;111.408000;36.524043
0.960;2.856;113.878000;12.004029
0.984;2.840;116.352000;3.485399
1.008;2.853;118.825000;41.284630
1.032;2.874;121.300000;32.583952
1.056;2.880;123.776000;19.779939
1.080;2.890;126.249000;12.085224
1.104;2.890;128.722000;9.353656
1.128;2.898;131.192000;29.942125
1.152;2.915;134.804000;36.351397
1.176;2.928;137.275000;10.069026
1.200;2.923;139.750000;15.669766
1.224;2.941;142.411000;30.054944
1.248;2.948;144.883000;15.180033
1.272;2.954;147.353000;13.676645
1.296;2.959;149.823000;31.454060
1.320;2.980;152.863000;22.866201
1.344;2.978;155.334000;8.927169
1.368;2.987;158.376000;28.569504
1.392;3.002;160.847000;11.881809
1.416;2.997;163.319000;3.491382
1.440;3.005;165.792000;12.539061
1.464;3.007;168.263000;17.296229
1.488;3.019;170.735000;33.009584
1.512;3.035;173.207000;32.164302
1.536;3.046;175.872000;14.993712
1.560;3.047;178.344000;13.606561
1.584;3.057;180.815000;17.818441
1.608;3.062;183.287000;16.508211
1.632;3.071;185.760000;14.127917
1.656;3.074;188.423000;10.031420
1.680;3.079;190.894000;20.284202
1.704;3.091;194.507000;20.833764
1.728;3.096;196.981000;6.620378
1.752;3.096;199.453000;1.008526
1.776;3.097;201.923000;14.327913
1.800;3.108;205.345000;22.291854
1.824;3.116;208.010000;12.304878
1.848;3.118;210.861000;16.650088
1.872;3.130;213.712000;12.222828
1.896;3.128;216.183000;4.200769
1.920;3.133;218.656000;16.551800
1.944;3.142;221.317000;4.490507
1.968;3.137;223.787000;5.402454
1.992;3.146;226.257000;25.876396
2.016;3.158;229.298000;14.270650
2.040;3.158;232.339000;12.729655
2.064;3.169;234.809000;27.194318
2.088;3.181;238.042000;17.268025
2.112;3.183;240.513000;4.289656
2.136;3.184;242.984000;8.914348
2.160;3.190;245.457000;1.249547
2.184;3.185;247.931000;14.948414
2.208;3.203;250.593000;19.088500
2.232;3.201;253.064000;6.687043
2.256;3.208;255.535000;2.990537
2.280;3.204;258.005000;6.223805
2.304;3.214;260.478000;21.359394
2.328;3.221;262.951000;16.938971
2.352;3.228;265.423000;2.865754
2.376;3.224;267.894000;11.257890
2.400;3.237;270.369000;28.403695
2.424;3.247;272.842000;10.583545
2.448;3.246;275.313000;1.611933
2.472;3.246;277.784000;11.639079
2.496;3.255;280.255000;12.798030
2.520;3.257;282.728000;15.226186
2.544;3.268;286.530000;11.714291
2.568;3.266;289.001000;0.194868
2.592;3.268;291.472000;6.588755
2.616;3.272;293.945000;9.161352
2.640;3.276;296.419000;8.191286
2.664;3.279;298.890000;13.934759
2.688;3.287;301.361000;3.484544
2.712;3.281;303.833000;1.572618
2.736;3.286;306.304000;14.386887
2.760;3.293;308.780000;15.088582
2.784;3.298;311.255000;15.371482
2.808;3.306;313.727000;6.288761
2.832;3.304;316.199000;0.310250
2.856;3.306;318.671000;12.732219
2.880;3.314;321.144000;14.985165
2.904;3.318;323.617000;1.797399
2.928;3.313;326.088000;1.238436
2.952;3.317;328.559000;10.316029
2.976;3.321;331.030000;8.964775
3.000;3.325;333.501000;13.233919
3.024;3.332;336.352000;9.639120
3.048;3.333;338.823000;5.028103
3.072;3.336;341.295000;11.280967
3.096;3.342;343.768000;9.952789
3.120;3.345;346.239000;5.279380
3.144;3.346;348.709000;6.770802
3.168;3.350;351.180000;10.441668
3.192;3.355;353.653000;4.989642
3.216;3.354;356.123000;1.014509
3.240;3.354;358.593000;11.586944
3.264;3.364;361.066000;16.698805
3.288;3.368;363.537000;9.486986
3.312;3.372;366.008000;6.250300
3.336;3.373;368.478000;11.671557
3.360;3.382;370.948000;12.357013
3.384;3.384;373.419000;4.432388
3.408;3.385;375.889000;3.519586
3.432;3.386;378.364000;3.399076
3.456;3.382;380.835000;1.950388
3.480;3.388;383.307000;9.157933
3.504;3.390;385.778000;4.112737
3.528;3.391;388.248000;14.554405
3.552;3.402;391.861000;9.667325
3.576;3.400;394.334000;3.838383
3.600;3.399;396.806000;4.136668
3.624;3.403;399.278000;11.456177
3.648;3.408;401.752000;1.248693
3.672;3.404;404.226000;1.846116
3.696;3.410;406.697000;4.251196
3.720;3.407;409.167000;3.650353
3.744;3.413;411.641000;9.672453
3.768;3.416;414.112000;14.603121
3.792;3.425;416.963000;12.904011
3.816;3.426;419.434000;6.925500
3.840;3.419;421.906000;2.989683
3.864;3.424;424.377000;14.868928
3.888;3.432;426.847000;11.333957
3.912;3.433;429.318000;3.277711
3.936;3.434;431.792000;6.410981
3.960;3.438;434.262000;8.216072
3.984;3.441;436.733000;11.699762
4.008;3.448;439.206000;12.940762
4.032;3.452;441.676000;5.281089
4.056;3.453;444.150000;3.214464
4.080;3.455;446.621000;4.559736
4.104;3.449;449.094000;0.014530
4.128;3.455;451.567000;9.502371
4.152;3.457;454.037000;14.796280
4.176;3.467;456.508000;15.454386
4.200;3.469;458.978000;4.334100
4.224;3.470;461.449000;0.014530
4.248;3.469;463.921000;5.203313
4.272;3.475;466.397000;5.824668
4.296;3.474;468.867000;4.842636
4.320;3.471;471.340000;8.922041
4.344;3.482;473.810000;18.808164
4.368;3.486;476.281000;1.587147
4.392;3.480;478.751000;1.946114
4.416;3.485;481.221000;10.295517
4.440;3.489;483.692000;6.183635
4.464;3.490;486.165000;2.464052
4.488;3.491;488.635000;3.987098
4.512;3.493;491.106000;5.673389
4.536;3.496;494.146000;11.977534
4.560;3.503;496.618000;6.604994
4.584;3.501;499.089000;7.466515
4.608;3.497;501.559000;0.011111
4.632;3.501;504.032000;9.478440
4.656;3.505;506.504000;12.104027
4.680;3.511;508.976000;6.948576
4.704;3.511;511.450000;0.814513
4.728;3.512;513.920000;8.811786
4.752;3.518;516.391000;6.884475
4.776;3.518;518.861000;2.611058
4.800;3.520;521.333000;0.950408
4.824;3.518;523.809000;1.901671
4.848;3.522;526.280000;8.958792
4.872;3.526;528.750000;2.586272
4.896;3.519;531.221000;4.769134
4.920;3.522;533.692000;11.446776
4.944;3.529;536.162000;9.586130
4.968;3.530;538.634000;4.200769
4.992;3.532;541.104000;6.367392
5.016;3.535;543.575000;8.698114
5.040;3.540;546.047000;1.100832
5.064;3.536;548.517000;3.452921
5.088;3.537;550.988000;6.224660
5.112;3.541;553.458000;7.271647
5.136;3.543;555.928000;10.029710
5.160;3.549;558.403000;6.154576
5.184;3.548;560.873000;1.222197
5.208;3.548;563.343000;2.617041
5.232;3.550;565.813000;5.886205
5.256;3.553;568.284000;4.993061
5.280;3.554;570.756000;5.504161
5.304;3.558;573.228000;0.231619
5.328;3.554;575.698000;5.016137
5.352;3.562;578.172000;5.653731
5.376;3.559;580.642000;0.719643
5.400;3.561;583.114000;3.079424
5.424;3.562;585.586000;9.300665
5.448;3.569;588.057000;12.843328
5.472;3.572;590.531000;3.947783
5.496;3.572;593.006000;2.206793
5.520;3.570;595.476000;0.272644
5.544;3.573;597.946000;6.938320
5.568;3.576;600.417000;5.912700
5.592;3.578;602.892000;7.252844
