ml;pH;sec;dpH/dml
0.000;1.998;2.092000;5.005026
0.024;2.000;4.556000;2.982845
0.048;2.001;7.026000;3.147799
0.072;2.003;9.496000;5.169980
0.096;2.005;11.969000;5.349464
0.120;2.007;14.440000;3.706762
0.144;2.008;16.922000;3.588816
0.168;2.010;19.381000;5.326387
0.192;2.012;21.858000;4.076840
0.216;2.014;24.329000;4.073421
0.240;2.016;26.805000;4.104190
0.264;2.017;29.275000;4.037525
0.288;2.019;31.746000;5.963126
0.312;2.022;34.220000;4.562300
0.336;2.023;36.690000;1.996541
0.360;2.024;39.162000;3.153782
0.384;2.026;41.637000;5.254594
0.408;2.028;44.110000;7.316945
0.432;2.032;46.580000;4.968275
0.456;2.032;49.051000;2.352944
0.480;2.034;51.525000;4.740074
0.504;2.036;53.996000;5.947742
0.528;2.039;56.466000;4.524694
0.552;2.040;58.936000;3.067459
0.576;2.041;61.407000;5.126391
0.600;2.044;63.880000;6.447732
0.624;2.046;66.353000;4.029832
0.648;2.047;68.823000;4.298203
0.672;2.050;71.293000;5.961417
0.696;2.052;73.766000;6.311837
0.720;2.055;76.238000;4.300767
0.744;2.056;78.710000;4.203333
0.768;2.059;81.180000;5.666551
0.792;2.061;83.651000;5.253739
0.816;2.063;86.121000;5.038359
0.840;2.065;88.592000;5.716978
0.864;2.068;91.064000;4.790501
0.888;2.069;93.534000;3.013614
0.912;2.070;96.004000;9.604933
0.936;2.077;98.475000;5.668261
0.960;2.075;100.946000;0.641867
0.984;2.077;103.416000;6.186199
1.008;2.080;105.888000;6.086201
1.032;2.082;108.363000;4.685375
1.056;2.084;110.833000;3.886246
1.080;2.086;113.304000;5.660569
1.104;2.089;115.774000;4.769134
1.128;2.089;118.246000;3.983680
1.152;2.092;120.717000;8.083596
1.176;2.096;123.188000;5.817830
1.200;2.097;125.659000;2.487129
1.224;2.098;128.129000;6.701573
1.248;2.102;130.599000;6.107568
1.272;2.103;133.069000;3.882827
1.296;2.106;135.539000;6.065688
1.320;2.108;138.009000;5.338353
1.344;2.110;140.482000;7.669075
1.368;2.115;142.952000;6.677642
1.392;2.116;145.422000;2.601656
1.416;2.117;147.896000;4.452901
1.440;2.119;150.369000;8.412649
1.464;2.124;152.841000;6.222096
1.488;2.124;155.311000;4.196496
1.512;2.127;157.786000;5.707576
1.536;2.129;160.260000;6.433202
1.560;2.133;162.731000;5.750310
1.584;2.134;165.202000;3.933253
1.608;2.136;167.673000;7.563949
1.632;2.140;170.143000;7.283612
1.656;2.142;172.615000;4.932378
1.680;2.144;175.085000;6.823793
1.704;2.148;177.556000;8.581022
1.728;2.151;180.028000;5.329806
1.752;2.152;182.500000;4.888789
1.776;2.155;184.971000;6.182780
1.800;2.157;187.442000;4.207607
1.824;2.159;189.912000;6.308419
1.848;2.162;192.382000;7.536599
1.872;2.165;194.853000;5.198185
1.896;2.167;197.323000;6.957123
1.920;2.171;199.794000;7.929753
1.944;2.173;202.266000;4.504182
1.968;2.175;204.737000;6.077654
1.992;2.178;207.207000;8.395556
2.016;2.182;209.677000;5.863128
2.040;2.183;212.149000;7.216947
2.064;2.188;214.619000;8.151971
2.088;2.190;217.092000;4.045217
2.112;2.191;219.562000;5.988767
2.136;2.195;222.033000;8.007529
2.160;2.198;224.508000;6.762255
2.184;2.200;226.982000;7.492155
2.208;2.204;229.456000;3.948638
2.232;2.204;231.929000;4.922977
2.256;2.208;234.399000;10.724568
2.280;2.213;236.872000;7.089599
2.304;2.214;239.342000;5.422112
2.328;2.217;241.812000;7.328056
2.352;2.220;244.286000;11.070715
2.376;2.226;246.756000;7.271647
2.400;2.226;249.227000;4.148633
2.424;2.230;251.697000;8.537433
2.448;2.233;254.167000;7.340022
2.472;2.236;256.639000;7.057976
2.496;2.239;259.112000;9.792108
2.520;2.244;261.585000;8.353676
2.544;2.246;264.055000;4.242649
2.568;2.248;266.525000;6.081927
2.592;2.251;268.995000;9.465619
2.616;2.255;271.465000;7.689587
2.640;2.257;273.935000;8.237439
2.664;2.262;276.405000;8.316925
2.688;2.264;278.875000;5.657150
2.712;2.267;281.347000;7.238314
2.736;2.270;283.819000;6.886185
2.760;2.273;286.290000;7.469079
2.784;2.276;288.760000;7.255408
2.808;2.279;291.230000;7.171649
2.832;2.282;293.701000;8.653670
2.856;2.286;296.171000;7.951120
2.880;2.289;298.643000;7.651126
2.904;2.292;301.114000;9.138275
2.928;2.296;303.586000;7.964795
2.952;2.299;306.057000;7.681895
2.976;2.303;308.528000;8.246841
3.000;2.306;310.998000;9.877577
3.024;2.311;313.472000;9.038278
3.048;2.313;315.942000;8.324617
3.072;2.318;318.414000;7.939155
3.096;2.320;320.885000;7.227203
3.120;2.324;323.356000;11.633096
3.144;2.329;325.829000;9.910909
3.168;2.332;328.301000;6.863963
3.192;2.335;330.771000;7.226349
3.216;2.338;333.243000;9.473311
3.240;2.343;335.714000;8.147697
3.264;2.345;338.186000;4.880243
3.288;2.347;340.657000;10.283551
