ml;pH;sec;dpH/dml
0.000;3.907;2.089000;9.522883
0.024;3.911;4.559000;4.358031
0.048;3.911;7.030000;2.264056
0.072;3.913;9.500000;1.667487
0.096;3.912;11.971000;4.198205
0.120;3.917;14.445000;5.029812
0.144;3.916;16.916000;0.076922
0.168;3.917;19.386000;0.524776
0.192;3.916;21.857000;0.973484
0.216;3.916;24.331000;6.995584
0.240;3.922;26.804000;2.614477
0.264;3.918;29.275000;2.575161
0.288;3.920;31.747000;3.423007
0.312;3.921;34.219000;4.111882
0.336;3.923;36.691000;0.882888
0.360;3.920;39.162000;1.182027
0.384;3.924;41.632000;1.399117
0.408;3.921;44.106000;2.647809
0.432;3.922;46.577000;3.746078
0.456;3.924;49.049000;3.381982
0.480;3.925;51.520000;5.271688
0.504;3.929;53.990000;2.278586
0.528;3.927;56.461000;2.285424
0.552;3.927;58.933000;0.617936
0.576;3.927;61.408000;3.591380
0.600;3.930;63.879000;4.924686
0.624;3.931;66.351000;0.183757
0.648;3.930;68.822000;1.423048
0.672;3.930;71.292000;0.000855
0.696;3.930;73.762000;1.044423
0.720;3.931;76.234000;4.334954
0.744;3.933;78.705000;3.208482
0.768;3.933;81.175000;0.825624
0.792;3.934;83.646000;2.788832
0.816;3.936;86.118000;2.681997
0.840;3.936;88.589000;1.872611
0.864;3.934;91.060000;2.680287
0.888;3.938;93.532000;6.744307
0.912;3.940;96.002000;0.456401
0.936;3.938;98.472000;1.474329
0.960;3.941;100.945000;3.900775
0.984;3.941;103.416000;2.617041
1.008;3.939;105.888000;0.824770
1.032;3.941;108.360000;4.502472
1.056;3.943;110.832000;4.210171
1.080;3.944;113.306000;0.475204
1.104;3.942;115.779000;1.146131
1.128;3.945;118.249000;1.176899
1.152;3.943;120.719000;0.219654
1.176;3.945;123.191000;0.429906
1.200;3.944;125.662000;2.517897
1.224;3.943;128.133000;1.392279
1.248;3.945;130.605000;3.014469
1.272;3.945;133.076000;1.764921
1.296;3.943;135.546000;2.480291
1.320;3.947;138.020000;2.491402
1.344;3.945;140.490000;5.514418
1.368;3.943;142.962000;1.488004
1.392;3.944;145.437000;8.538288
