ml;pH;sec;dpH/dml
0.000;1.754;2.094000;4.752040
0.024;1.756;4.560000;0.701695
0.048;1.754;7.030000;4.287092
0.072;1.759;9.501000;11.317718
0.096;1.764;11.972000;3.958894
0.120;1.763;14.442000;1.190574
0.144;1.763;16.917000;4.495635
0.168;1.766;19.387000;3.593089
0.192;1.766;21.857000;3.105065
0.216;1.769;24.328000;9.845099
0.240;1.774;26.799000;6.391323
0.264;1.774;29.272000;0.308541
0.288;1.774;31.745000;0.217090
0.312;1.774;34.215000;4.468285
0.336;1.777;36.686000;3.545227
0.360;1.777;39.157000;1.570908
0.384;1.779;41.628000;3.752060
0.408;1.780;44.099000;2.388840
0.432;1.781;46.570000;2.808490
0.456;1.783;49.041000;9.616044
0.480;1.789;51.513000;6.920372
0.504;1.789;53.986000;0.370933
0.528;1.788;56.456000;1.743554
0.552;1.790;58.927000;8.913494
0.576;1.796;61.398000;5.075110
0.600;1.794;63.870000;1.407664
0.624;1.795;66.344000;1.235872
0.648;1.795;68.814000;2.524735
0.672;1.797;71.289000;6.284487
0.696;1.800;73.761000;5.515272
0.720;1.801;76.232000;2.787977
0.744;1.803;78.703000;1.049551
0.768;1.802;81.179000;4.739220
0.792;1.807;83.651000;7.464805
0.816;1.808;86.127000;7.628905
0.840;1.813;88.599000;7.793858
0.864;1.815;91.070000;0.909383
0.888;1.812;93.540000;0.529904
0.912;1.814;96.011000;3.597363
0.936;1.815;98.482000;4.081113
0.960;1.818;100.953000;11.119432
0.984;1.824;103.423000;13.817667
1.008;1.829;105.895000;0.832462
1.032;1.825;108.365000;5.366557
1.056;1.825;110.838000;0.431615
1.080;1.825;113.309000;4.669136
1.104;1.829;115.782000;5.360575
1.128;1.829;118.254000;1.330742
1.152;1.830;120.726000;4.652042
1.176;1.833;123.197000;11.085244
1.200;1.839;125.667000;5.347754
1.224;1.838;128.138000;2.797379
1.248;1.841;130.609000;6.474227
1.272;1.843;133.082000;3.540099
1.296;1.844;135.555000;0.343583
1.320;1.843;138.026000;0.100853
1.344;1.844;140.498000;3.830691
1.368;1.846;142.968000;3.793085
1.392;1.847;145.440000;4.103335
1.416;1.849;147.913000;6.208421
1.440;1.852;150.384000;6.014407
1.464;1.854;152.855000;1.335870
1.488;1.853;155.328000;4.008465
1.512;1.857;157.800000;7.993854
1.536;1.860;160.270000;5.059726
1.560;1.862;162.741000;2.840113
1.584;1.862;165.211000;6.101585
1.608;1.867;167.684000;5.671679
1.632;1.867;170.159000;3.934108
1.656;1.870;172.629000;6.119534
1.680;1.872;175.103000;4.416149
1.704;1.874;177.573000;2.757209
1.728;1.875;180.043000;3.011904
1.752;1.876;182.518000;6.857980
1.776;1.880;184.991000;7.599845
1.800;1.882;187.463000;5.434932
1.824;1.885;189.934000;2.370037
1.848;1.884;192.404000;3.077715
1.872;1.887;194.874000;1.498260
1.896;1.886;197.346000;5.934067
1.920;1.892;199.816000;8.292139
1.944;1.893;202.287000;6.557131
1.968;1.898;204.759000;5.458863
1.992;1.897;207.230000;0.636739
2.016;1.897;209.702000;3.917014
2.040;1.900;212.172000;3.831546
2.064;1.900;214.646000;8.604098
2.088;1.907;217.117000;5.685354
2.112;1.905;219.590000;1.046987
2.136;1.907;222.062000;2.050386
2.160;1.907;224.532000;6.376793
2.184;1.912;227.006000;13.885187
2.208;1.918;229.478000;4.006756
2.232;1.915;231.948000;0.127348
2.256;1.918;234.419000;3.697361
2.280;1.918;236.893000;5.745182
2.304;1.923;239.363000;5.165707
2.328;1.923;241.834000;1.540994
2.352;1.924;244.305000;4.796484
2.376;1.927;246.780000;9.843389
2.400;1.932;249.253000;5.482794
2.424;1.931;251.724000;1.452107
2.448;1.933;254.195000;8.631448
2.472;1.938;256.665000;4.216153
2.496;1.937;259.135000;2.206793
2.520;1.940;261.609000;6.336623
2.544;1.942;264.081000;8.369915
2.568;1.947;266.552000;16.871451
2.592;1.956;269.597000;3.442665
2.616;1.950;272.072000;4.337519
2.640;1.953;274.543000;7.719501
2.664;1.956;277.013000;6.948576
2.688;1.958;279.484000;5.134084
2.712;1.961;281.955000;2.834130
2.736;1.961;284.426000;3.819580
2.760;1.964;286.897000;8.252823
2.784;1.968;289.368000;8.770762
2.808;1.971;291.839000;4.094788
2.832;1.971;294.310000;5.565699
2.856;1.976;296.781000;7.391303
2.880;1.977;299.251000;1.419629
2.904;1.974;301.721000;3.416170
2.928;1.980;304.193000;11.172422
2.952;1.984;306.664000;3.545227
2.976;1.983;309.135000;5.125537
3.000;1.988;311.607000;9.866466
3.024;1.991;314.079000;0.164954
3.048;1.988;316.550000;5.663987
3.072;1.996;319.020000;13.961254
3.096;2.000;321.492000;4.625547
3.120;2.000;323.963000;4.644350
3.144;2.003;326.433000;6.487047
3.168;2.005;328.908000;8.202397
3.192;2.010;331.381000;2.211921
3.216;2.007;333.851000;1.472620
3.240;2.009;336.326000;5.871675
3.264;2.012;338.799000;7.872489
3.288;2.016;341.272000;11.804888
3.312;2.021;343.742000;2.994811
3.336;2.018;346.218000;0.193158
3.360;2.022;348.688000;7.577624
3.384;2.024;351.158000;5.603305
3.408;2.026;353.630000;10.796361
3.432;2.033;356.102000;10.295517
3.456;2.035;358.573000;0.465802
3.480;2.034;361.043000;3.162329
3.504;2.037;363.513000;6.339187
3.528;2.039;365.984000;6.154576
3.552;2.043;368.454000;10.427993
3.576;2.048;370.926000;8.441708
3.600;2.050;373.397000;1.433304
3.624;2.049;375.870000;3.693087
