ml;pH;sec;dpH/dml
0.000;1.426;2.090000;5.871675
0.024;1.423;4.563000;1.150404
0.048;1.425;7.034000;0.586313
0.072;1.424;9.504000;1.278606
0.096;1.426;11.975000;5.663133
0.120;1.428;14.445000;1.858937
0.144;1.427;16.918000;0.361531
0.168;1.428;19.388000;3.723856
0.192;1.430;21.860000;4.319570
0.216;1.432;24.334000;2.186280
0.240;1.432;26.804000;1.501679
0.264;1.433;29.276000;1.051261
0.288;1.433;31.750000;0.791437
0.312;1.432;34.220000;3.134124
0.336;1.436;36.690000;2.352944
0.360;1.434;39.162000;0.968356
0.384;1.436;41.634000;5.028957
0.408;1.438;44.104000;2.438412
0.432;1.439;46.577000;3.351214
0.456;1.441;49.049000;2.621314
0.480;1.441;51.519000;1.932439
0.504;1.443;53.991000;6.853707
0.528;1.446;56.462000;2.846951
0.552;1.445;58.932000;2.039275
0.576;1.448;61.402000;1.644411
0.600;1.447;63.872000;0.670072
0.624;1.449;66.343000;3.819580
0.648;1.450;68.813000;1.605096
0.672;1.450;71.284000;3.675994
0.696;1.453;73.756000;3.699925
0.720;1.453;76.227000;1.639283
0.744;1.454;78.698000;4.321280
0.768;1.457;81.168000;2.288842
0.792;1.456;83.640000;3.157201
0.816;1.459;86.110000;5.529802
0.840;1.461;88.582000;1.224761
0.864;1.460;91.054000;2.589691
0.888;1.463;93.528000;8.149407
0.912;1.467;95.999000;3.613602
0.936;1.466;98.469000;0.135040
0.960;1.467;100.943000;3.520441
0.984;1.469;103.413000;2.329012
1.008;1.469;105.884000;3.838383
1.032;1.472;108.355000;4.433243
1.056;1.472;110.826000;2.316192
1.080;1.474;113.296000;2.454651
1.104;1.475;115.773000;3.982825
1.128;1.477;118.245000;2.928146
1.152;1.477;120.715000;3.913596
1.176;1.480;123.187000;3.489673
1.200;1.480;125.658000;1.129892
1.224;1.481;128.130000;5.178527
1.248;1.484;130.602000;5.099041
1.272;1.485;133.073000;2.182862
1.296;1.486;135.543000;4.778535
1.320;1.489;138.014000;4.605034
1.344;1.490;140.487000;1.635864
1.368;1.491;142.957000;3.912741
1.392;1.493;145.432000;4.828107
1.416;1.495;147.903000;1.905089
1.440;1.495;150.377000;2.615331
1.464;1.497;152.848000;4.718707
1.488;1.498;155.319000;1.670906
1.512;1.498;157.791000;2.785413
