ml;pH;sec;dpH/dml
0.000;1.769;2.095000;3.786248
0.024;1.767;4.562000;3.570867
0.048;1.766;7.033000;1.063226
0.072;1.766;9.504000;1.193993
0.096;1.765;11.974000;2.715329
0.120;1.764;14.446000;0.102562
0.144;1.765;16.916000;0.003419
0.168;1.764;19.387000;2.511915
0.192;1.763;21.858000;0.307686
0.216;1.764;24.330000;1.707658
0.240;1.764;26.800000;2.063206
0.264;1.762;29.270000;0.893144
0.288;1.763;31.742000;3.443520
0.312;1.765;34.212000;0.233329
0.336;1.763;36.682000;0.808531
0.360;1.765;39.153000;2.460634
0.384;1.765;41.624000;0.324780
0.408;1.764;44.097000;1.728170
0.432;1.764;46.567000;0.684601
0.456;1.765;49.042000;2.418754
0.480;1.766;51.513000;0.854683
0.504;1.766;53.984000;0.631611
0.528;1.765;56.456000;2.505932
0.552;1.768;58.927000;3.845221
0.576;1.768;61.397000;0.753831
0.600;1.767;63.868000;0.317942
0.624;1.769;66.338000;1.707658
0.648;1.768;68.809000;0.072648
0.672;1.769;71.282000;3.609328
0.696;1.771;73.754000;6.460552
0.720;1.774;76.225000;2.060642
0.744;1.773;78.696000;0.164954
0.768;1.774;81.166000;1.801673
0.792;1.775;83.640000;0.370933
0.816;1.774;86.110000;1.062372
0.840;1.774;88.581000;2.481146
0.864;1.776;91.052000;4.753749
0.888;1.778;93.523000;3.007631
0.912;1.778;95.993000;0.499990
0.936;1.778;98.463000;1.082029
0.960;1.777;100.933000;1.962353
0.984;1.780;103.406000;4.882807
1.008;1.781;105.877000;1.205104
1.032;1.781;108.347000;0.832462
1.056;1.782;110.819000;2.662339
1.080;1.783;113.289000;1.103396
1.104;1.783;115.759000;2.470890
1.128;1.785;118.232000;4.473413
1.152;1.787;120.702000;1.978592
1.176;1.787;123.173000;1.437578
1.200;1.788;125.643000;2.855497
1.224;1.789;128.115000;2.549521
1.248;1.790;130.590000;2.226450
1.272;1.791;133.060000;2.218758
1.296;1.792;135.531000;7.499847
1.320;1.797;138.002000;6.969944
1.344;1.798;140.472000;2.775157
1.368;1.799;142.944000;0.546997
1.392;1.798;145.415000;2.913616
1.416;1.797;147.886000;0.713661
1.440;1.799;150.358000;2.864044
1.464;1.799;152.830000;1.094850
1.488;1.800;155.302000;1.329887
1.512;1.800;157.772000;3.228994
1.536;1.802;160.242000;2.560632
1.560;1.803;162.712000;1.636719
1.584;1.804;165.185000;7.309253
1.608;1.809;167.655000;5.826377
1.632;1.809;170.127000;1.187155
1.656;1.810;172.600000;5.834924
1.680;1.813;175.072000;3.716164
1.704;1.813;177.546000;0.312814
1.728;1.814;180.016000;5.244338
1.752;1.817;182.489000;4.904174
1.776;1.818;184.965000;1.743554
1.800;1.818;187.435000;1.470910
1.824;1.819;189.906000;1.786288
1.848;1.820;192.376000;4.020431
1.872;1.822;194.849000;2.227305
1.896;1.822;197.319000;3.010195
1.920;1.825;199.789000;4.687084
1.944;1.826;202.260000;2.853788
1.968;1.827;204.730000;4.547771
1.992;1.829;207.205000;3.649498
2.016;1.830;209.675000;1.633300
2.040;1.831;212.146000;1.729879
2.064;1.832;214.620000;8.772471
2.088;1.838;217.090000;7.557966
2.112;1.838;219.561000;2.942675
2.136;1.841;222.031000;3.949492
2.160;1.841;224.502000;0.405120
2.184;1.840;226.973000;1.405954
2.208;1.842;229.444000;7.910950
2.232;1.847;231.914000;8.918622
2.256;1.850;234.384000;2.655501
2.280;1.849;236.855000;1.236727
2.304;1.849;239.326000;0.790582
2.328;1.850;241.796000;4.293930
2.352;1.852;244.266000;4.321280
2.376;1.853;246.737000;1.299974
2.400;1.853;249.209000;1.121345
2.424;1.854;251.680000;4.401620
2.448;1.857;254.150000;4.392218
2.472;1.858;256.622000;0.921349
2.496;1.858;259.095000;3.120449
2.520;1.860;261.566000;6.456279
2.544;1.863;264.038000;2.582853
2.568;1.863;266.509000;3.493091
2.592;1.866;268.980000;7.026353
2.616;1.868;271.453000;4.474268
2.640;1.870;273.927000;0.697422
2.664;1.869;276.398000;2.552085
2.688;1.872;278.869000;6.457988
2.712;1.874;281.339000;3.334975
2.736;1.875;283.811000;2.652937
2.760;1.876;286.281000;6.838322
2.784;1.880;288.752000;3.655481
2.808;1.879;291.227000;2.479437
2.832;1.882;293.701000;2.685415
2.856;1.882;296.172000;3.277711
2.880;1.885;298.644000;12.927087
2.904;1.892;301.304000;4.741784
2.928;1.889;303.775000;1.933294
2.952;1.891;306.245000;4.199914
2.976;1.892;308.717000;7.044301
3.000;1.897;311.188000;2.897377
3.024;1.895;313.661000;1.566635
3.048;1.895;316.137000;4.590505
3.072;1.899;318.609000;5.146904
3.096;1.900;321.079000;3.831546
3.120;1.902;323.549000;3.929835
3.144;1.903;326.020000;5.959708
3.168;1.907;328.491000;9.003236
3.192;1.910;330.963000;6.383631
3.216;1.912;333.435000;2.245253
3.240;1.912;335.905000;1.597403
3.264;1.913;338.377000;2.643536
3.288;1.914;340.851000;1.845262
3.312;1.915;343.321000;5.445188
3.336;1.919;345.791000;6.139191
3.360;1.920;348.263000;7.981034
3.384;1.926;350.734000;4.440935
3.408;1.924;353.206000;4.575975
3.432;1.929;355.678000;10.359618
3.456;1.932;358.148000;3.217029
3.480;1.932;360.618000;0.724772
3.504;1.932;363.089000;1.953806
3.528;1.934;365.562000;2.992247
3.552;1.934;368.038000;8.740848
3.576;1.941;370.509000;7.009259
3.600;1.940;372.982000;0.903400
3.624;1.940;375.453000;2.723021
3.648;1.942;377.923000;9.196394
3.672;1.948;380.394000;6.221241
3.696;1.947;382.865000;0.087178
3.720;1.948;385.338000;4.703323
3.744;1.951;387.808000;9.106652
3.768;1.955;390.280000;9.790399
3.792;1.959;392.750000;2.263202
3.816;1.957;395.220000;1.711931
3.840;1.958;397.690000;3.594799
3.864;1.960;400.160000;7.677621
3.888;1.964;402.631000;4.688793
3.912;1.964;405.101000;3.562321
3.936;1.967;407.574000;6.769948
3.960;1.970;410.046000;6.243463
3.984;1.972;412.517000;2.695672
4.008;1.972;414.987000;3.891374
4.032;1.976;417.457000;6.037484
4.056;1.977;419.928000;5.333225
4.080;1.980;422.399000;7.230622
4.104;1.983;424.872000;5.036650
4.128;1.984;427.344000;4.787082
4.152;1.987;429.817000;3.681122
4.176;1.987;432.288000;3.330701
4.200;1.990;434.759000;5.531511
4.224;1.992;437.233000;14.500559
4.248;2.002;440.084000;7.781038
4.272;1.998;442.554000;2.982845
4.296;1.999;445.024000;2.901650
4.320;2.001;447.494000;4.252050
4.344;2.003;449.965000;6.948576
4.368;2.006;452.435000;12.770680
4.392;2.013;454.905000;8.929733
4.416;2.014;457.376000;2.105085
4.440;2.015;459.847000;3.593089
4.464;2.017;462.317000;10.089538
4.488;2.023;464.790000;4.104190
4.512;2.020;467.260000;0.976049
4.536;2.024;469.735000;6.486193
4.560;2.026;472.208000;6.510979
4.584;2.030;474.679000;7.073360
4.608;2.032;477.152000;3.239250
4.632;2.032;479.625000;4.272563
4.656;2.035;482.095000;5.699884
4.680;2.037;484.568000;4.058037
4.704;2.038;487.038000;3.591380
4.728;2.040;489.510000;7.197289
4.752;2.044;491.984000;7.049429
4.776;2.046;494.455000;3.746078
4.800;2.048;496.925000;7.475916
4.824;2.052;499.396000;7.993000
4.848;2.054;501.867000;5.325533
4.872;2.056;504.338000;5.077674
4.896;2.058;506.808000;11.066441
4.920;2.066;509.278000;6.921227
4.944;2.064;511.748000;5.484504
4.968;2.070;514.219000;12.792047
4.992;2.075;516.690000;3.780265
5.016;2.073;519.160000;4.061456
5.040;2.078;521.632000;14.090311
5.064;2.085;524.103000;4.574266
5.088;2.082;526.573000;2.954641
5.112;2.087;529.045000;8.242567
5.136;2.089;531.516000;2.696526
