ml;pH;sec;dpH/dml
0.000;2.673;2.094000;55.826214
0.024;2.696;6.276000;51.300665
0.048;2.715;10.267000;55.406564
0.072;2.742;13.879000;59.779980
0.096;2.765;16.920000;50.450255
0.120;2.784;19.399000;68.760139
0.144;2.822;23.198000;88.047780
0.168;2.857;27.380000;65.888402
0.192;2.877;30.232000;64.030320
0.216;2.910;34.224000;83.241895
0.240;2.946;38.025000;78.077043
0.264;2.975;41.826000;84.311104
0.288;3.016;46.008000;79.734274
0.312;3.041;49.998000;80.431696
0.336;3.082;54.179000;82.131661
0.360;3.109;57.414000;78.197553
0.384;3.147;60.649000;64.126045
0.408;3.162;63.123000;75.825807
0.432;3.210;68.826000;94.209193
0.456;3.240;72.057000;66.229421
0.480;3.265;75.482000;61.100465
0.504;3.291;78.713000;70.380618
0.528;3.323;82.706000;43.340143
0.552;3.327;85.183000;38.288109
0.576;3.355;88.608000;55.534767
0.600;3.373;91.460000;49.239168
0.624;3.396;95.075000;53.882664
0.648;3.417;98.116000;48.177652
0.672;3.436;101.347000;48.578498
0.696;3.458;104.579000;39.780387
0.720;3.469;107.431000;33.970249
0.744;3.486;110.471000;36.615494
0.768;3.499;113.515000;29.702814
0.792;3.511;116.174000;22.844834
0.816;3.518;118.637000;25.342219
0.840;3.532;121.109000;33.235221
0.864;3.546;123.771000;39.883803
0.888;3.565;126.813000;50.469913
0.912;3.587;130.045000;42.218799
0.936;3.600;132.708000;17.299648
0.960;3.602;135.180000;7.011823
0.984;3.605;137.652000;18.866283
1.008;3.617;140.124000;27.884902
1.032;3.629;142.597000;19.817545
1.056;3.634;145.069000;18.574836
1.080;3.644;147.919000;21.300421
1.104;3.652;150.583000;17.732972
1.128;3.659;153.056000;15.350115
1.152;3.664;155.527000;35.897560
1.176;3.688;159.329000;27.174660
1.200;3.687;161.803000;2.697381
1.224;3.691;164.273000;17.862030
1.248;3.702;167.129000;19.360290
1.272;3.707;169.600000;25.606316
1.296;3.723;172.452000;15.787713
1.320;3.720;174.923000;6.941739
1.344;3.729;177.398000;16.478297
1.368;3.733;179.872000;20.905557
1.392;3.746;182.344000;27.196882
1.416;3.756;185.387000;29.802812
1.440;3.771;188.811000;11.664720
1.464;3.766;191.285000;6.080218
1.488;3.776;194.135000;15.485155
1.512;3.779;196.611000;22.847398
1.536;3.795;199.842000;16.814188
1.560;3.792;202.312000;1.115362
1.584;3.794;204.785000;7.988726
1.608;3.799;207.256000;14.583464
1.632;3.806;209.727000;16.362915
1.656;3.813;212.200000;6.833194
1.680;3.811;214.672000;6.239189
1.704;3.818;217.144000;16.334710
1.728;3.825;219.615000;13.396308
1.752;3.829;222.086000;11.027126
1.776;3.834;224.557000;17.400500
1.800;3.843;227.028000;15.555239
1.824;3.847;229.498000;11.690360
1.848;3.853;231.969000;17.266315
1.872;3.861;234.440000;19.314991
1.896;3.869;236.911000;10.715166
1.920;3.870;239.382000;12.670682
1.944;3.880;241.853000;6.579353
1.968;3.876;244.329000;0.185466
1.992;3.879;246.799000;17.512464
2.016;3.890;249.465000;19.645754
2.040;3.896;252.317000;7.108402
2.064;3.896;254.787000;7.533180
2.088;3.902;257.260000;8.573330
2.112;3.903;259.730000;8.190432
2.136;3.909;262.200000;11.296351
2.160;3.913;264.672000;11.776683
2.184;3.918;267.143000;7.466515
2.208;3.919;269.614000;7.098146
2.232;3.924;272.087000;13.056144
2.256;3.930;274.560000;9.077593
2.280;3.932;277.032000;5.634073
2.304;3.934;279.503000;8.307523
2.328;3.939;281.973000;16.123603
2.352;3.948;284.448000;16.927006
2.376;3.953;287.108000;3.011050
2.400;3.950;289.579000;2.234143
2.424;3.955;292.052000;9.314340
2.448;3.958;294.524000;13.001445
2.472;3.965;296.996000;13.519383
2.496;3.969;299.467000;2.605930
