ml;pH;sec;dpH/dml
0.000;1.993;2.092000;0.531613
0.024;1.994;4.562000;1.891414
0.048;1.995;7.039000;1.973464
0.072;1.995;9.509000;2.881993
0.096;1.997;11.982000;6.057142
0.120;2.000;14.456000;5.596467
0.144;2.002;16.926000;3.670865
0.168;2.003;19.402000;2.768320
0.192;2.004;21.874000;3.739240
0.216;2.007;24.348000;6.091329
0.240;2.009;26.818000;4.811013
0.264;2.011;29.289000;2.554649
0.288;2.012;31.760000;5.286217
0.312;2.015;34.231000;5.075110
0.336;2.016;36.701000;2.452942
0.360;2.017;39.171000;5.561425
0.384;2.020;41.642000;5.164852
0.408;2.021;44.113000;3.989662
0.432;2.024;46.588000;5.022975
0.456;2.025;49.058000;5.277670
0.480;2.028;51.528000;3.686250
0.504;2.028;53.998000;4.307605
0.528;2.032;56.473000;6.051159
0.552;2.033;58.945000;3.122159
0.576;2.034;61.415000;4.064875
0.600;2.037;63.885000;5.737490
0.624;2.039;66.355000;5.080238
0.648;2.041;68.828000;4.348629
0.672;2.043;71.300000;5.075965
0.696;2.045;73.773000;4.802466
0.720;2.047;76.243000;3.925561
0.744;2.048;78.714000;4.501618
0.768;2.050;81.189000;5.445188
0.792;2.053;83.662000;6.195600
0.816;2.055;86.136000;4.454610
0.840;2.057;88.606000;3.343522
0.864;2.058;91.078000;6.030646
0.888;2.062;93.548000;5.299037
0.912;2.063;96.018000;3.617020
0.936;2.065;98.488000;5.564844
0.960;2.067;100.960000;4.711015
0.984;2.069;103.430000;4.775116
1.008;2.071;105.900000;6.881056
1.032;2.074;108.372000;4.254614
1.056;2.075;110.842000;5.715268
1.080;2.079;113.313000;7.176777
1.104;2.081;115.783000;2.328158
1.128;2.081;118.253000;3.169166
1.152;2.083;120.723000;7.179341
1.176;2.087;123.193000;5.704157
1.200;2.088;125.663000;4.575121
1.224;2.091;128.133000;5.999878
1.248;2.093;130.604000;3.489673
1.272;2.094;133.074000;4.256324
1.296;2.097;135.545000;7.197289
1.320;2.100;138.016000;5.010154
1.344;2.101;140.486000;4.505036
1.368;2.103;142.956000;6.982764
1.392;2.106;145.427000;6.262266
1.416;2.109;147.900000;3.483690
1.440;2.109;150.375000;3.468305
1.464;2.111;152.846000;7.185324
