ml;pH;sec;dpH/dml
0.000;1.150;2.093000;11.102338
0.024;1.155;4.564000;7.575914
0.048;1.156;7.034000;8.144279
0.072;1.162;9.504000;12.231375
0.096;1.167;11.974000;8.790419
0.120;1.169;14.444000;5.667406
0.144;1.171;16.921000;7.181050
0.168;1.175;19.397000;7.943428
0.192;1.178;21.867000;6.932337
0.216;1.181;24.337000;5.908427
0.240;1.183;26.811000;4.143505
0.264;1.184;29.284000;4.993915
0.288;1.187;31.755000;7.206691
0.312;1.190;34.227000;4.717853
0.336;1.191;36.700000;3.779410
0.360;1.193;39.171000;4.346920
0.384;1.194;41.642000;4.825543
0.408;1.197;44.114000;5.176818
0.432;1.199;46.589000;3.193097
0.456;1.200;49.062000;1.823894
0.480;1.200;51.532000;3.711890
0.504;1.203;54.002000;6.393887
0.528;1.206;56.475000;3.192243
0.552;1.205;58.946000;0.230765
0.576;1.206;61.418000;3.307625
0.600;1.208;63.889000;4.211025
0.624;1.209;66.359000;1.683726
0.648;1.210;68.831000;6.467390
0.672;1.215;71.301000;7.252844
0.696;1.216;73.773000;0.477768
0.720;1.215;76.245000;3.232413
0.744;1.218;78.720000;3.540099
0.768;1.218;81.192000;2.964042
0.792;1.221;83.663000;3.219593
0.816;1.221;86.135000;0.976903
0.840;1.222;88.605000;3.115321
0.864;1.223;91.075000;1.076046
0.888;1.222;93.546000;0.841009
0.912;1.222;96.018000;3.592235
0.936;1.225;98.488000;3.858896
0.960;1.226;100.959000;2.023890
0.984;1.227;103.430000;5.028103
1.008;1.230;105.901000;1.786288
1.032;1.229;108.373000;0.089742
1.056;1.230;110.847000;2.515333
1.080;1.231;113.320000;2.541829
1.104;1.232;115.792000;1.941841
1.128;1.232;118.263000;0.625628
1.152;1.232;120.736000;1.914491
1.176;1.234;123.206000;3.432409
1.200;1.235;125.678000;0.170937
1.224;1.234;128.149000;1.535866
1.248;1.234;130.623000;2.919599
1.272;1.236;133.093000;2.218758
1.296;1.236;135.563000;0.151279
1.320;1.236;138.035000;2.360636
1.344;1.238;140.506000;4.057182
1.368;1.240;142.979000;1.324759
1.392;1.239;145.450000;0.198287
1.416;1.240;147.923000;2.118760
1.440;1.241;150.393000;2.005087
1.464;1.241;152.865000;0.749557
1.488;1.241;155.335000;0.105981
1.512;1.241;157.806000;2.912761
1.536;1.244;160.277000;3.681122
1.560;1.244;162.750000;0.062392
1.584;1.244;165.221000;1.237582
1.608;1.245;167.691000;4.568283
1.632;1.248;170.162000;0.247858
1.656;1.246;172.632000;0.027350
1.680;1.248;175.103000;4.048636
1.704;1.249;177.575000;5.059726
1.728;1.252;180.045000;1.498260
1.752;1.250;182.516000;1.179463
1.776;1.251;184.988000;1.876885
1.800;1.252;187.461000;1.593985
1.824;1.252;189.932000;0.422214
1.848;1.252;192.405000;1.398262
1.872;1.251;194.876000;1.723897
1.896;1.254;197.347000;4.611872
1.920;1.255;199.819000;1.228180
1.944;1.255;202.291000;1.371767
1.968;1.254;204.763000;1.210232
1.992;1.254;207.233000;3.438392
2.016;1.256;209.703000;3.320445
2.040;1.256;212.177000;0.323070
2.064;1.256;214.647000;0.471785
2.088;1.257;217.117000;2.091410
2.112;1.258;219.588000;2.731568
2.136;1.259;222.062000;2.804216
2.160;1.260;224.537000;0.620500
2.184;1.260;227.007000;0.455546
2.208;1.260;229.478000;1.917910
2.232;1.261;231.948000;1.505952
2.256;1.261;234.420000;0.429051
2.280;1.261;236.893000;0.096579
2.304;1.261;239.364000;2.810199
2.328;1.263;241.834000;1.979447
2.352;1.263;244.304000;0.431615
2.376;1.263;246.774000;2.761482
2.400;1.265;249.246000;3.433263
2.424;1.266;251.717000;0.546997
2.448;1.265;254.187000;1.404245
2.472;1.265;256.658000;2.648664
2.496;1.268;259.128000;3.805905
2.520;1.268;261.600000;1.848680
2.544;1.269;264.070000;0.269225
2.568;1.269;266.540000;0.873486
2.592;1.270;269.010000;1.076046
2.616;1.269;271.480000;1.160660
2.640;1.269;273.954000;0.013675
2.664;1.269;276.425000;1.898252
2.688;1.270;278.899000;4.194786
2.712;1.273;281.370000;1.011945
2.736;1.271;283.840000;1.769195
2.760;1.271;286.311000;1.817912
2.784;1.273;288.784000;3.788812
2.808;1.275;291.254000;2.806780
2.832;1.275;293.724000;0.188030
2.856;1.275;296.196000;0.033333
2.880;1.275;298.668000;2.401661
2.904;1.277;301.140000;3.403350
2.928;1.278;303.613000;2.289697
2.952;1.279;306.084000;0.563236
2.976;1.278;308.554000;0.194868
3.000;1.279;311.025000;2.861480
3.024;1.280;313.498000;0.944425
3.048;1.280;315.969000;1.133310
3.072;1.279;318.439000;1.020492
3.096;1.280;320.909000;2.550375
3.120;1.281;323.380000;0.199141
3.144;1.281;325.850000;2.484565
3.168;1.283;328.320000;3.740949
3.192;1.284;330.792000;0.535032
3.216;1.283;333.264000;1.023911
3.240;1.283;335.737000;3.334120
3.264;1.285;338.211000;4.769988
3.288;1.287;340.681000;3.522151
3.312;1.288;343.151000;0.955536
