ml;pH;sec;dpH/dml
0.000;2.068;2.095000;10.558759
0.024;2.073;4.562000;13.868094
0.048;2.080;7.223000;10.812600
0.072;2.082;9.693000;6.380212
0.096;2.085;12.164000;18.979955
0.120;2.097;14.635000;14.048432
0.144;2.097;17.106000;5.111007
0.168;2.102;19.768000;14.104841
0.192;2.109;22.241000;10.729696
0.216;2.111;26.233000;15.473189
0.240;2.121;28.893000;13.506563
0.264;2.122;31.364000;8.320343
0.288;2.128;33.835000;10.180989
0.312;2.130;36.306000;10.105777
0.336;2.137;38.778000;15.292851
0.360;2.143;43.151000;20.497019
0.384;2.154;45.815000;11.585234
0.408;2.153;48.288000;9.093832
0.432;2.161;51.138000;12.176675
0.456;2.163;53.608000;13.241611
0.480;2.172;56.079000;11.617712
0.504;2.172;58.549000;18.527828
0.528;2.188;61.021000;16.538125
0.552;2.186;63.493000;1.370058
0.576;2.189;65.964000;17.456055
0.600;2.200;68.434000;15.117641
0.624;2.201;70.904000;7.463951
0.648;2.207;73.375000;21.999552
0.672;2.219;76.037000;20.011558
0.696;2.223;78.507000;10.976700
0.720;2.229;80.981000;12.573248
0.744;2.234;83.452000;14.531328
0.768;2.241;85.923000;9.959626
0.792;2.242;88.393000;15.882583
0.816;2.254;90.864000;19.483364
0.840;2.258;93.336000;22.143139
0.864;2.272;95.996000;12.199752
0.888;2.268;98.466000;17.862030
0.912;2.287;101.506000;26.907999
0.936;2.290;103.977000;16.033862
0.960;2.300;106.448000;13.545878
0.984;2.302;108.921000;18.480820
1.008;2.316;111.585000;16.736411
1.032;2.316;114.055000;11.123705
1.056;2.325;117.477000;29.862640
1.080;2.340;120.137000;25.081541
1.104;2.346;125.082000;16.122749
1.128;2.354;127.934000;17.589385
1.152;2.360;130.404000;18.993630
1.176;2.369;132.875000;34.599296
1.200;2.389;135.725000;21.024358
1.224;2.387;138.766000;8.067357
1.248;2.395;143.327000;30.348100
1.272;2.412;146.177000;21.431188
1.296;2.413;148.650000;10.816019
1.320;2.421;151.122000;27.777212
1.344;2.436;153.784000;41.367534
1.368;2.455;156.634000;13.439043
1.392;2.447;159.106000;9.963900
1.416;2.464;164.236000;37.134287
1.440;2.478;166.897000;24.082416
1.464;2.484;169.557000;12.185222
1.488;2.488;172.029000;19.913270
1.512;2.500;174.880000;22.747400
1.536;2.507;177.350000;21.649132
1.560;2.518;180.011000;38.402637
1.584;2.539;184.763000;39.255611
1.608;2.551;187.235000;28.272929
1.632;2.562;190.276000;27.221668
1.656;2.573;193.318000;34.642030
1.680;2.591;196.168000;22.384160
1.704;2.592;198.638000;27.569524
1.728;2.614;201.489000;31.549785
1.752;2.618;203.960000;29.450682
1.776;2.638;207.001000;26.817403
1.800;2.640;209.471000;29.863495
1.824;2.663;213.843000;46.054618
1.848;2.678;218.784000;40.114568
1.872;2.696;221.446000;19.680796
1.896;2.695;223.916000;36.392421
1.920;2.727;226.386000;45.390529
1.944;2.732;229.046000;13.780916
1.968;2.738;233.417000;35.325777
1.992;2.762;236.838000;46.932378
2.016;2.777;240.449000;37.289839
2.040;2.792;243.679000;36.598400
2.064;2.807;246.723000;36.083881
2.088;2.822;249.770000;39.854744
2.112;2.840;252.621000;42.375206
2.136;2.857;255.282000;44.305936
2.160;2.877;258.132000;21.076494
2.184;2.875;260.602000;28.640443
2.208;2.901;263.832000;40.486355
2.232;2.909;266.495000;46.521275
2.256;2.939;269.345000;49.469078
2.280;2.950;274.859000;37.187277
2.304;2.970;277.519000;38.348792
2.328;2.981;281.702000;32.779675
2.352;2.997;284.366000;53.620276
2.376;3.026;287.218000;27.150729
2.400;3.020;289.689000;33.258297
2.424;3.053;292.732000;42.964083
2.448;3.056;295.202000;43.476893
2.472;3.089;299.952000;50.506664
2.496;3.097;302.423000;40.841904
2.520;3.123;305.273000;79.541116
2.544;3.163;308.124000;55.309130
2.568;3.169;311.168000;17.785108
2.592;3.178;313.828000;29.069494
2.616;3.193;318.962000;52.804053
2.640;3.222;322.573000;54.602307
2.664;3.238;325.614000;46.255469
2.688;3.260;328.465000;81.764147
2.712;3.306;331.696000;47.444333
2.736;3.300;337.018000;26.026821
2.760;3.328;340.249000;42.400846
2.784;3.335;346.712000;59.009910
2.808;3.377;349.562000;64.887568
2.832;3.389;352.604000;88.031541
2.856;3.450;355.836000;39.723978
2.880;3.422;363.437000;26.504589
2.904;3.472;366.478000;110.557578
2.928;3.513;369.901000;34.482204
2.952;3.500;376.177000;5.852018
2.976;3.518;383.019000;40.900022
3.000;3.534;386.063000;47.799027
3.024;3.558;389.106000;64.307238
3.048;3.588;391.958000;83.394029
3.072;3.627;398.610000;92.892126
3.096;3.665;402.414000;39.292362
3.120;3.659;404.891000;52.071589
3.144;3.708;410.594000;68.227671
3.168;3.716;413.254000;66.622575
3.192;3.763;418.196000;72.758348
3.216;3.776;421.047000;57.653527
3.240;3.811;425.040000;112.123358
3.264;3.869;427.892000;84.344437
3.288;3.881;435.302000;42.311959
3.312;3.904;442.714000;54.222828
3.336;3.926;445.756000;63.514946
3.360;3.957;449.942000;85.317066
3.384;3.996;453.367000;51.280153
3.408;3.999;455.838000;69.531063
3.432;4.054;460.968000;102.032111
3.456;4.084;465.338000;81.241081
3.480;4.121;469.901000;119.605257
3.504;4.183;473.132000;108.621720
3.528;4.211;477.312000;34.298447
3.552;4.212;480.166000;3.340103
3.576;4.214;482.636000;60.497059
3.600;4.262;490.621000;95.980097
3.624;4.294;493.661000;77.319793
3.648;4.326;496.512000;76.919802
3.672;4.358;501.834000;46.489652
3.696;4.364;504.876000;37.428298
3.720;4.389;509.817000;83.125658
3.744;4.433;513.429000;44.720457
3.768;4.426;515.899000;46.437516
3.792;4.472;519.701000;57.344132
3.816;4.473;522.173000;54.126248
3.840;4.517;525.973000;100.488552
3.864;4.557;529.585000;75.941189
3.888;4.580;533.200000;58.641541
3.912;4.605;536.620000;41.070104
3.936;4.614;539.092000;47.263140
3.960;4.644;545.934000;68.165279
3.984;4.670;549.358000;67.678109
4.008;4.701;553.351000;54.379235
4.032;4.715;559.811000;55.906554
4.056;4.747;567.981000;83.614537
4.080;4.785;571.403000;34.876213
4.104;4.776;573.875000;84.194867
4.128;4.855;576.918000;135.117762
4.152;4.888;580.909000;84.082049
4.176;4.924;584.521000;3.289677
4.200;4.891;589.082000;95.192934
4.224;5.003;592.124000;76.702712
4.248;4.954;595.164000;1.902525
4.272;5.005;598.016000;56.503123
4.296;5.001;600.488000;97.597158
4.320;5.086;604.288000;113.454100
4.344;5.095;608.088000;7.368226
4.368;5.092;610.559000;63.955108
4.392;5.148;618.546000;66.785820
4.416;5.147;621.018000;156.472883
4.440;5.278;625.010000;122.546223
4.464;5.249;632.425000;105.693575
4.488;5.365;636.795000;164.657332
4.512;5.385;640.976000;6.044321
4.536;5.370;643.446000;11.059604
4.560;5.394;647.438000;186.044930
4.584;5.525;651.429000;127.503387
4.608;5.500;654.091000;11.102338
4.632;5.534;656.941000;43.841842
4.656;5.537;669.485000;45.432408
4.680;5.572;673.670000;85.544412
4.704;5.607;686.407000;46.750330
4.728;5.610;688.877000;77.907816
4.752;5.672;694.581000;131.441768
4.776;5.719;704.085000;54.387782
4.800;5.717;706.557000;114.842961
4.824;5.815;721.004000;158.311307
4.848;5.848;731.459000;83.090616
4.872;5.883;736.403000;114.629290
4.896;5.943;740.583000;112.215664
4.920;5.976;746.285000;141.711645
4.944;6.061;750.279000;94.923708
4.968;6.055;752.749000;53.377546
4.992;6.105;757.501000;167.102581
5.016;6.194;760.732000;126.858956
5.040;6.210;764.727000;161.777903
5.064;6.328;767.957000;158.765144
5.088;6.342;771.948000;45.899066
5.112;6.366;775.562000;56.930465
5.136;6.389;778.794000;45.294804
5.160;6.403;788.678000;30.467756
5.184;6.414;792.289000;179.388656
5.208;6.552;796.091000;260.751102
5.232;6.631;799.514000;81.529109
5.256;6.620;802.936000;19.214993
5.280;6.615;805.411000;159.033514
5.304;6.752;809.022000;83.863250
5.328;6.684;817.765000;23.684133
5.352;6.732;821.757000;143.903053
5.376;6.804;824.988000;139.502288
5.400;6.848;828.408000;128.200809
5.424;6.910;832.022000;7.434037
5.448;6.841;844.757000;10.310901
5.472;6.901;855.210000;98.484320
5.496;6.923;865.282000;62.928633
5.520;6.953;875.167000;84.954681
5.544;6.994;878.968000;90.081927
5.568;7.028;884.098000;83.123094
5.592;7.062;887.709000;79.457357
5.616;7.094;891.319000;61.686778
5.640;7.114;894.362000;34.468529
5.664;7.123;896.833000;116.861723
5.688;7.211;902.539000;165.749617
5.712;7.260;906.152000;105.278199
5.736;7.298;909.572000;107.182433
5.760;7.349;914.135000;48.756272
5.784;7.338;916.607000;46.486233
5.808;7.387;920.599000;81.102622
5.832;7.405;929.915000;73.473718
5.856;7.448;933.528000;49.310107
5.880;7.446;935.999000;70.511385
5.904;7.507;939.609000;270.055186
5.928;7.670;943.220000;206.507762
5.952;7.678;947.021000;3.834110
5.976;7.673;950.061000;71.800248
6.000;7.619;954.621000;11.175841
6.024;7.664;957.661000;211.157240
6.048;7.794;961.273000;94.451923
6.072;7.742;963.935000;89.340061
6.096;7.720;966.597000;37.471887
6.120;7.774;981.038000;111.684906
6.144;7.812;984.650000;281.936140
6.168;8.007;987.881000;155.054963
6.192;7.941;990.544000;65.773020
6.216;8.062;993.587000;29.478032
6.240;7.916;997.768000;155.032741
6.264;7.933;1005.939000;30.603650
6.288;7.942;1009.171000;31.100222
6.312;7.959;1012.593000;66.155063
6.336;7.996;1016.585000;67.811440
6.360;8.015;1020.005000;99.703098
6.384;8.079;1023.045000;99.958649
6.408;8.098;1034.643000;34.860829
6.432;8.108;1042.815000;132.163121
6.456;8.208;1047.002000;113.711360
6.480;8.202;1050.233000;0.205124
6.504;8.208;1052.893000;24.649071
6.528;8.223;1058.593000;40.301744
6.552;8.241;1065.437000;66.382409
6.576;8.278;1069.428000;39.859018
6.600;8.274;1071.903000;14.550131
6.624;8.290;1074.947000;119.195864
6.648;8.373;1078.178000;176.010092
6.672;8.436;1081.410000;172.614434
6.696;8.516;1084.645000;57.313363
6.720;8.483;1088.445000;81.470991
