ml;pH;sec;dpH/dml
0.000;2.377;2.093000;8.341711
0.024;2.380;4.572000;13.860402
0.048;2.388;7.043000;20.502147
0.072;2.397;9.514000;21.622637
0.096;2.406;11.984000;24.893510
0.120;2.418;14.454000;29.771189
0.144;2.431;16.925000;26.155878
0.168;2.439;19.395000;27.476364
0.192;2.453;21.867000;36.505240
0.216;2.470;25.285000;36.338576
0.240;2.484;27.759000;24.784965
0.264;2.490;30.229000;21.544861
0.288;2.501;32.703000;28.324210
0.312;2.514;35.176000;28.396003
0.336;2.525;37.648000;27.309700
0.360;2.536;40.119000;30.774587
0.384;2.551;42.593000;34.017256
0.408;2.565;45.064000;31.097657
0.432;2.576;47.534000;32.160029
0.456;2.591;50.385000;41.558128
0.480;2.611;53.615000;36.448831
0.504;2.621;56.087000;31.900205
0.528;2.637;59.317000;35.022364
0.552;2.650;61.788000;30.633564
0.576;2.663;64.463000;30.240410
0.600;2.675;67.108000;33.685639
0.624;2.691;69.582000;38.625709
0.648;2.708;73.001000;34.351437
0.672;2.719;75.475000;27.328503
0.696;2.730;77.947000;26.436214
0.720;2.741;80.419000;32.168576
0.744;2.757;83.459000;34.869376
0.768;2.770;85.933000;31.166032
0.792;2.783;88.404000;29.840418
0.816;2.795;90.875000;29.455811
0.840;2.807;93.346000;30.833560
0.864;2.820;95.820000;31.130135
0.888;2.833;98.495000;38.776988
0.912;2.852;101.901000;33.453165
0.936;2.861;104.379000;25.458456
0.960;2.873;106.853000;28.455831
0.984;2.884;109.326000;26.758430
1.008;2.896;111.796000;27.450723
1.032;2.907;114.270000;25.881524
1.056;2.917;116.747000;25.227692
1.080;2.928;119.218000;28.029344
1.104;2.940;121.690000;25.810586
1.128;2.949;124.165000;22.150831
1.152;2.959;126.636000;25.996907
1.176;2.971;129.106000;26.377241
1.200;2.981;131.577000;22.520909
1.224;2.990;134.048000;24.023443
1.248;3.000;136.522000;24.131133
1.272;3.010;138.995000;20.696160
1.296;3.018;141.466000;22.633727
1.320;3.028;143.936000;24.419161
1.344;3.038;146.407000;20.891028
1.368;3.046;148.878000;19.857715
1.392;3.054;151.354000;21.020940
1.416;3.063;153.824000;18.168006
1.440;3.069;156.294000;19.023544
1.464;3.079;158.770000;21.637166
1.488;3.087;161.241000;15.750961
1.512;3.092;163.701000;17.678273
1.536;3.102;166.173000;21.493580
1.560;3.110;168.643000;15.842413
1.584;3.115;171.115000;16.667182
1.608;3.124;173.585000;19.452595
1.632;3.131;176.058000;16.099672
1.656;3.137;178.530000;15.327893
1.680;3.144;181.001000;17.154352
1.704;3.151;183.473000;15.490283
1.728;3.157;185.946000;13.096315
1.752;3.162;188.418000;16.362060
1.776;3.170;190.888000;16.274028
1.800;3.175;193.359000;14.143302
1.824;3.182;195.830000;15.927881
1.848;3.189;198.304000;15.803952
1.872;3.195;200.776000;12.992043
1.896;3.199;203.246000;14.073218
1.920;3.207;205.716000;14.882603
1.944;3.212;208.187000;13.016829
1.968;3.218;210.657000;14.860381
1.992;3.224;213.129000;12.757005
2.016;3.228;215.601000;12.192914
2.040;3.234;218.072000;13.924503
2.064;3.240;220.547000;13.474085
2.088;3.245;223.018000;12.214281
2.112;3.250;225.488000;13.180928
2.136;3.256;227.961000;12.358723
2.160;3.260;230.432000;9.469038
2.184;3.264;232.904000;12.227956
2.208;3.270;235.377000;15.407379
2.232;3.277;237.848000;10.822857
2.256;3.279;240.318000;9.494678
2.280;3.285;242.790000;13.311695
2.304;3.290;245.262000;11.217720
2.328;3.294;247.732000;9.696384
2.352;3.298;250.204000;13.128793
2.376;3.305;252.675000;12.751022
2.400;3.309;255.145000;9.031440
2.424;3.312;257.615000;11.047638
2.448;3.318;260.085000;10.498077
2.472;3.321;262.555000;10.986956
2.496;3.327;265.027000;12.103172
2.520;3.331;267.498000;8.637431
2.544;3.334;269.969000;9.156224
2.568;3.339;272.442000;11.609165
2.592;3.344;274.912000;12.962129
2.616;3.350;277.384000;8.891272
2.640;3.351;279.855000;8.026332
2.664;3.356;282.325000;9.014346
2.688;3.359;284.797000;9.251948
2.712;3.364;287.267000;11.806597
2.736;3.369;289.742000;10.398934
2.760;3.373;292.218000;7.506685
2.784;3.375;294.688000;8.103254
2.808;3.379;297.160000;11.439083
2.832;3.384;299.632000;9.886124
2.856;3.387;302.102000;7.940009
2.880;3.391;304.573000;9.683564
2.904;3.395;307.046000;7.907531
2.928;3.397;309.516000;6.960542
2.952;3.401;311.990000;10.564742
2.976;3.406;314.460000;8.781872
3.000;3.409;316.930000;8.447691
3.024;3.413;319.400000;10.163041
3.048;3.417;321.872000;7.104129
3.072;3.419;324.343000;8.107527
3.096;3.424;326.817000;10.651920
3.120;3.428;329.287000;8.662217
3.144;3.431;331.759000;6.782768
3.168;3.434;334.229000;8.608372
3.192;3.438;336.700000;7.562239
3.216;3.440;339.172000;7.851977
3.240;3.444;341.642000;9.402373
3.264;3.448;344.114000;6.468244
3.288;3.450;346.584000;7.995564
3.312;3.454;349.054000;9.634847
3.336;3.458;351.527000;6.420382
3.360;3.460;353.997000;7.022934
3.384;3.464;356.467000;8.039153
3.408;3.466;358.938000;5.751165
3.432;3.468;361.411000;9.071610
3.456;3.474;363.882000;9.954498
3.480;3.477;366.354000;5.713559
3.504;3.478;368.825000;8.085305
3.528;3.483;371.295000;9.358784
3.552;3.486;373.767000;4.950327
3.576;3.487;376.239000;6.187908
3.600;3.491;378.710000;7.333184
3.624;3.494;381.180000;4.441790
3.648;3.495;383.652000;6.087056
3.672;3.499;386.123000;8.585295
3.696;3.502;388.594000;5.622962
3.720;3.503;391.065000;5.152887
3.744;3.506;393.539000;8.064793
3.768;3.510;396.013000;6.702428
3.792;3.512;398.483000;5.428949
3.816;3.514;400.954000;8.013512
3.840;3.519;403.425000;6.159704
3.864;3.520;405.896000;4.429824
3.888;3.522;408.366000;7.781038
3.912;3.526;410.839000;7.562239
3.936;3.529;413.312000;4.047781
3.960;3.529;415.783000;5.667406
3.984;3.533;418.254000;7.540017
4.008;3.536;420.724000;4.353758
4.032;3.537;423.196000;5.434077
4.056;3.540;425.667000;7.711809
4.080;3.543;428.138000;5.083657
4.104;3.544;430.609000;5.456299
4.128;3.548;433.080000;6.392178
4.152;3.550;435.550000;3.364034
4.176;3.551;438.020000;6.099876
4.200;3.555;440.491000;6.115260
4.224;3.556;442.961000;3.558047
4.248;3.558;445.432000;6.955414
4.272;3.561;447.903000;7.024643
4.296;3.563;450.380000;3.511040
4.320;3.564;452.851000;4.740074
4.344;3.567;455.322000;6.396451
4.368;3.570;457.796000;5.202458
4.392;3.572;460.271000;3.566594
4.416;3.573;462.741000;3.246088
4.440;3.574;465.212000;6.319529
4.464;3.578;467.683000;5.326387
4.488;3.579;470.153000;3.499929
4.512;3.581;472.625000;4.195641
4.536;3.582;475.102000;4.647769
4.560;3.585;477.577000;6.363973
4.584;3.588;480.048000;4.759732
4.608;3.589;482.519000;3.176004
4.632;3.590;484.990000;5.728089
4.656;3.593;487.461000;4.141796
4.680;3.594;489.932000;2.814473
4.704;3.596;492.404000;5.790480
4.728;3.598;494.878000;4.981950
4.752;3.600;497.349000;2.877719
4.776;3.601;499.821000;5.106734
4.800;3.604;502.291000;4.455465
4.824;3.605;504.761000;2.237561
4.848;3.606;507.237000;3.891374
4.872;3.608;509.710000;6.316965
4.896;3.611;512.182000;3.858896
4.920;3.611;514.653000;1.208522
4.944;3.612;517.127000;3.829837
4.968;3.614;519.602000;5.927230
4.992;3.617;522.073000;3.968295
5.016;3.617;524.543000;1.962353
5.040;3.619;527.014000;5.346045
5.064;3.622;529.484000;3.904194
5.088;3.622;531.956000;2.110213
5.112;3.624;534.426000;5.341772
5.136;3.626;536.900000;3.721292
5.160;3.627;539.371000;1.427321
5.184;3.627;541.841000;4.343501
5.208;3.630;544.311000;3.372581
5.232;3.630;546.781000;1.961499
5.256;3.632;549.253000;5.049470
5.280;3.634;551.724000;5.440060
5.304;3.636;554.197000;1.864065
5.328;3.636;556.669000;1.449543
5.352;3.638;559.141000;5.231517
5.376;3.640;561.613000;3.596508
5.400;3.641;564.084000;1.833296
5.424;3.642;566.555000;4.764006
5.448;3.645;569.025000;3.058057
5.472;3.644;571.495000;2.793106
5.496;3.647;573.965000;4.863149
5.520;3.648;576.435000;1.718768
5.544;3.648;578.905000;2.227305
5.568;3.650;581.379000;4.905028
5.592;3.652;583.852000;3.499074
5.616;3.653;586.324000;0.731609
5.640;3.653;588.794000;2.032437
5.664;3.655;591.269000;5.196475
5.688;3.657;593.739000;3.527279
5.712;3.658;596.212000;1.067500
5.736;3.658;598.684000;3.578560
5.760;3.661;601.154000;4.843491
5.784;3.662;603.628000;2.752935
5.808;3.663;606.103000;1.001689
5.832;3.663;608.575000;2.669176
5.856;3.665;611.045000;4.245213
5.880;3.667;613.518000;1.119635
5.904;3.666;615.988000;2.222177
5.928;3.668;618.460000;4.523840
5.952;3.670;620.931000;1.707658
5.976;3.670;623.401000;3.759753
6.000;3.673;625.872000;4.952891
6.024;3.674;628.345000;0.711097
6.048;3.674;630.818000;1.152968
6.072;3.675;633.290000;4.728109
6.096;3.678;635.760000;2.793960
6.120;3.677;638.231000;1.618770
6.144;3.679;640.702000;4.527258
6.168;3.681;643.175000;2.732423
6.192;3.681;645.646000;1.029894
6.216;3.682;648.116000;4.110173
6.240;3.685;650.588000;2.904214
6.264;3.684;653.058000;2.037565
6.288;3.686;655.529000;4.452046
6.312;3.688;658.000000;1.391425
6.336;3.687;660.470000;2.296534
6.360;3.690;662.940000;4.014448
6.384;3.691;665.411000;0.771779
6.408;3.690;667.882000;2.243544
6.432;3.693;670.354000;3.346086
6.456;3.693;672.824000;1.805946
6.480;3.694;675.294000;3.447793
6.504;3.696;677.767000;3.224721
6.528;3.697;680.238000;0.994852
6.552;3.697;682.710000;3.375145
6.576;3.700;685.181000;4.350339
6.600;3.700;687.654000;0.575202
6.624;3.700;690.124000;2.704218
6.648;3.703;692.595000;3.687959
6.672;3.703;695.065000;0.878615
6.696;3.703;697.537000;3.764881
6.720;3.706;700.009000;4.736656
6.744;3.707;702.482000;0.345292
6.768;3.707;704.955000;0.414521
6.792;3.708;707.426000;4.179402
6.816;3.710;709.897000;4.002483
6.840;3.711;712.371000;1.105106
6.864;3.711;714.846000;1.150404
6.888;3.712;717.324000;2.090556
6.912;3.713;719.799000;2.686270
6.936;3.714;722.269000;3.288822
6.960;3.715;724.740000;1.191429
6.984;3.715;727.211000;1.740990
7.008;3.717;729.685000;3.871716
7.032;3.718;732.155000;1.621335
7.056;3.718;734.625000;2.748662
7.080;3.721;737.097000;4.203333
7.104;3.722;739.568000;1.563216
7.128;3.722;742.043000;0.982886
7.152;3.722;744.518000;2.493112
7.176;3.724;746.991000;3.649498
7.200;3.725;749.461000;1.342708
7.224;3.725;751.933000;3.471724
7.248;3.728;754.404000;3.549500
7.272;3.728;756.876000;0.261533
7.296;3.728;759.351000;3.134124
7.320;3.731;761.822000;4.748621
7.344;3.732;764.294000;1.486295
7.368;3.732;766.764000;1.102542
7.392;3.733;769.240000;3.524715
7.416;3.735;771.716000;3.611038
7.440;3.736;774.188000;0.723062
7.464;3.735;776.659000;2.803362
7.488;3.738;779.129000;3.211046
7.512;3.738;781.601000;0.596569
7.536;3.739;784.072000;3.564885
7.560;3.741;786.543000;2.589691
7.584;3.741;789.015000;1.211086
7.608;3.742;791.485000;3.599072
7.632;3.744;793.957000;1.613642
7.656;3.743;796.427000;2.587127
7.680;3.746;798.899000;4.599906
7.704;3.747;801.375000;0.782890
7.728;3.747;803.849000;0.591441
7.752;3.748;806.319000;3.366598
7.776;3.750;808.789000;1.704239
7.800;3.749;811.260000;2.505932
7.824;3.752;813.731000;2.606785
7.848;3.751;816.201000;0.799129
7.872;3.752;818.673000;3.934963
7.896;3.755;821.144000;3.294805
7.920;3.755;823.619000;0.992287
7.944;3.755;826.094000;1.452962
7.968;3.756;828.565000;3.279420
7.992;3.758;831.037000;1.192283
8.016;3.757;833.507000;0.182048
8.040;3.758;835.980000;4.259742
8.064;3.761;838.451000;1.983720
8.088;3.760;840.922000;0.593150
8.112;3.761;843.395000;4.552044
8.136;3.763;845.865000;2.166623
8.160;3.763;848.336000;2.397387
8.184;3.765;850.808000;4.457174
8.208;3.767;853.279000;1.322195
8.232;3.766;855.753000;2.207647
8.256;3.769;858.225000;3.916160
8.280;3.770;860.697000;1.465782
8.304;3.770;863.168000;2.917035
8.328;3.772;865.639000;2.987973
8.352;3.772;868.110000;1.336725
8.376;3.773;870.582000;3.245233
8.400;3.775;873.052000;3.011904
8.424;3.776;875.526000;2.069189
8.448;3.777;878.000000;2.594819
8.472;3.778;880.474000;4.182821
8.496;3.780;882.945000;1.491423
8.520;3.779;885.415000;1.406809
8.544;3.781;887.886000;3.789666
8.568;3.782;890.358000;0.939297
8.592;3.782;892.831000;0.977758
8.616;3.783;895.306000;4.299058
8.640;3.786;897.776000;3.041818
8.664;3.786;900.246000;0.743575
8.688;3.786;902.720000;3.516168
8.712;3.789;905.194000;4.911011
8.736;3.790;907.665000;0.783745
8.760;3.789;910.137000;1.576036
8.784;3.792;912.609000;3.599072
8.808;3.792;915.080000;1.034167
8.832;3.792;917.550000;3.264891
8.856;3.795;920.022000;1.972609
8.880;3.794;922.493000;0.948699
8.904;3.796;924.967000;4.895627
8.928;3.798;927.438000;2.112777
8.952;3.797;929.908000;2.398242
8.976;3.800;932.378000;3.312753
