ml;pH;sec;dpH/dml
0.000;1.452;2.090000;4.575975
0.024;1.450;4.566000;0.095725
0.048;1.452;7.039000;2.769174
0.072;1.448;9.510000;1.580310
0.096;1.451;11.983000;3.955475
0.120;1.451;14.453000;1.805946
0.144;1.452;16.925000;2.752081
0.168;1.453;19.401000;2.446959
0.192;1.454;21.871000;0.178629
0.216;1.453;24.349000;3.017887
0.240;1.452;26.821000;0.888016
0.264;1.452;29.295000;1.734153
0.288;1.453;31.771000;2.177733
0.312;1.454;34.241000;2.190554
0.336;1.455;36.716000;0.664089
0.360;1.455;39.187000;0.811949
0.384;1.454;41.663000;1.419629
0.408;1.454;44.134000;0.779471
0.432;1.455;46.606000;2.237561
0.456;1.455;49.080000;1.039295
0.480;1.454;51.550000;2.093974
0.504;1.454;54.025000;1.565780
0.528;1.455;56.497000;2.458070
0.552;1.456;58.975000;1.667487
0.576;1.457;61.447000;2.201665
0.600;1.458;63.922000;0.461529
0.624;1.457;66.397000;1.056389
0.648;1.457;68.871000;2.686270
0.672;1.459;71.341000;3.101646
0.696;1.459;73.813000;1.221343
0.720;1.458;76.284000;1.200830
0.744;1.460;78.755000;3.107629
0.768;1.461;81.226000;0.565800
0.792;1.460;83.697000;0.203415
0.816;1.461;86.169000;3.320445
0.840;1.463;88.639000;1.705948
0.864;1.462;91.113000;0.711951
0.888;1.462;93.590000;1.284589
0.912;1.461;96.060000;3.435827
0.936;1.465;98.531000;5.914410
0.960;1.466;101.005000;0.754685
0.984;1.465;103.475000;0.137604
1.008;1.466;105.948000;2.952077
1.032;1.468;108.419000;2.493966
1.056;1.468;110.892000;0.970920
1.080;1.469;113.364000;0.075212
1.104;1.468;115.839000;1.400826
1.128;1.467;118.313000;2.311064
1.152;1.470;120.783000;3.351214
1.176;1.470;123.254000;0.009402
1.200;1.470;125.724000;1.388006
1.224;1.471;128.194000;3.396512
1.248;1.473;130.668000;3.195661
1.272;1.474;133.140000;2.199101
1.296;1.475;135.610000;1.261513
1.320;1.475;138.082000;1.415356
1.344;1.476;140.553000;1.692273
1.368;1.477;143.025000;0.814513
1.392;1.475;145.496000;0.673491
1.416;1.477;147.967000;4.211880
1.440;1.479;150.442000;3.434118
1.464;1.480;152.913000;1.021347
1.488;1.480;155.387000;0.586313
1.512;1.479;157.857000;2.318756
1.536;1.482;160.328000;2.173460
1.560;1.481;162.798000;0.751267
1.584;1.481;165.270000;1.527319
1.608;1.483;167.741000;3.178568
1.632;1.484;170.211000;1.026475
1.656;1.483;172.682000;0.222218
1.680;1.483;175.156000;0.970920
1.704;1.484;177.630000;2.687979
1.728;1.486;180.102000;2.870027
1.752;1.487;182.574000;0.250422
1.776;1.485;185.046000;0.534177
1.800;1.487;187.517000;4.358886
1.824;1.489;189.988000;3.273438
1.848;1.490;192.460000;1.208522
1.872;1.490;194.930000;1.799109
1.896;1.491;197.400000;0.646141
1.920;1.491;199.872000;0.475204
1.944;1.492;202.344000;2.903360
1.968;1.493;204.814000;3.129851
1.992;1.494;207.286000;0.149570
2.016;1.493;209.756000;0.204269
2.040;1.494;212.226000;3.562321
2.064;1.496;214.697000;1.769195
2.088;1.495;217.168000;0.134185
2.112;1.496;219.639000;2.268330
2.136;1.497;222.114000;2.905924
2.160;1.498;224.586000;1.483730
2.184;1.499;227.056000;1.254675
2.208;1.499;229.531000;1.223052
2.232;1.500;232.001000;0.541869
2.256;1.500;234.477000;3.246942
2.280;1.502;236.949000;3.542663
2.304;1.503;239.420000;1.217069
2.328;1.503;241.896000;0.211961
2.352;1.503;244.366000;0.215380
2.376;1.503;246.840000;2.437557
2.400;1.505;249.311000;2.952931
2.424;1.506;251.783000;1.542704
2.448;1.506;254.254000;1.652958
2.472;1.507;256.725000;2.869172
2.496;1.509;259.195000;2.738406
2.520;1.510;261.668000;0.179484
2.544;1.509;264.138000;2.021326
2.568;1.511;266.608000;1.758084
2.592;1.510;269.079000;0.662380
2.616;1.511;271.553000;2.029873
2.640;1.512;274.024000;4.243503
2.664;1.514;276.494000;2.092265
2.688;1.514;278.968000;0.111109
2.712;1.514;281.438000;2.755499
2.736;1.516;283.908000;1.385442
2.760;1.515;286.379000;0.593150
2.784;1.516;288.851000;3.705053
2.808;1.519;291.323000;1.305102
2.832;1.518;293.793000;1.899961
2.856;1.520;296.265000;5.340062
2.880;1.522;298.737000;2.728150
2.904;1.522;301.209000;0.647850
2.928;1.521;303.680000;3.080279
2.952;1.525;306.151000;4.034961
2.976;1.525;308.623000;0.736737
3.000;1.524;311.097000;0.508537
3.024;1.525;313.569000;4.105899
3.048;1.528;316.040000;3.521296
3.072;1.528;318.510000;0.676055
3.096;1.528;320.980000;4.179402
3.120;1.532;323.450000;4.469994
3.144;1.532;325.921000;0.716225
3.168;1.532;328.392000;2.995666
3.192;1.534;330.864000;4.340937
3.216;1.536;333.336000;0.631611
3.240;1.535;335.807000;0.346147
3.264;1.536;338.280000;3.649498
3.288;1.538;340.751000;4.798193
3.312;1.539;343.224000;2.173460
3.336;1.540;345.697000;0.526485
3.360;1.540;348.167000;2.701654
3.384;1.542;350.640000;3.008486
3.408;1.542;353.111000;1.448688
3.432;1.543;355.582000;1.705093
3.456;1.544;358.055000;1.256385
3.480;1.544;360.525000;0.827334
3.504;1.545;362.998000;0.608535
3.528;1.544;365.469000;1.993122
3.552;1.546;367.939000;4.155471
3.576;1.547;370.415000;1.764067
3.600;1.548;372.885000;0.501699
3.624;1.547;375.355000;0.395718
3.648;1.548;377.829000;4.172565
3.672;1.550;380.301000;3.583688
3.696;1.551;382.773000;0.817077
3.720;1.551;385.244000;0.445290
3.744;1.551;387.716000;1.489713
3.768;1.552;390.188000;4.003337
3.792;1.554;392.661000;4.640931
3.816;1.556;395.131000;3.090535
3.840;1.556;397.601000;4.411876
3.864;1.560;400.071000;3.103356
3.888;1.559;402.546000;0.287174
3.912;1.559;405.017000;0.529904
3.936;1.559;407.487000;1.686290
3.960;1.561;409.960000;3.692233
3.984;1.562;412.432000;2.142691
4.008;1.563;414.903000;1.111088
4.032;1.563;417.375000;1.009381
4.056;1.562;419.846000;1.823040
4.080;1.564;422.316000;4.493926
4.104;1.566;424.788000;0.507682
4.128;1.564;427.258000;0.905964
4.152;1.566;429.730000;3.467451
4.176;1.567;432.204000;1.401681
4.200;1.567;434.675000;1.175190
4.224;1.568;437.145000;4.161454
4.248;1.571;439.615000;5.212714
4.272;1.573;442.091000;0.170937
4.296;1.571;444.562000;0.063247
4.320;1.573;447.033000;3.943509
4.344;1.574;449.504000;1.121345
4.368;1.574;451.977000;0.239311
4.392;1.574;454.450000;4.008465
4.416;1.577;456.922000;4.686229
4.440;1.578;459.393000;7.701553
4.464;1.583;461.865000;6.339187
4.488;1.583;464.335000;1.787998
4.512;1.582;466.805000;0.940152
4.536;1.582;469.275000;2.124743
4.560;1.584;471.748000;0.322216
4.584;1.583;474.219000;0.015384
4.608;1.584;476.691000;3.537535
4.632;1.586;479.163000;0.941006
4.656;1.584;481.634000;0.275208
4.680;1.585;484.106000;1.794835
4.704;1.586;486.579000;1.529883
4.728;1.587;489.049000;1.511935
4.752;1.587;491.521000;3.444374
4.776;1.590;493.993000;2.349525
4.800;1.589;496.463000;0.751267
4.824;1.589;498.935000;3.352069
4.848;1.592;501.405000;3.446084
4.872;1.592;503.876000;2.539265
4.896;1.594;506.347000;3.179422
4.920;1.594;508.819000;1.189719
4.944;1.595;511.292000;2.912761
4.968;1.597;513.768000;2.807635
4.992;1.597;516.240000;2.810199
5.016;1.599;518.712000;3.455485
5.040;1.600;521.185000;1.925602
5.064;1.601;523.659000;0.569219
5.088;1.601;526.130000;2.044403
5.112;1.602;528.601000;3.928980
