ml;pH;sec;dpH/dml
0.000;1.558;2.090000;7.546855
0.024;1.555;4.564000;7.805824
0.048;1.551;7.034000;5.798173
0.072;1.550;9.508000;1.630736
0.096;1.550;11.980000;2.020472
0.120;1.548;14.451000;4.974258
0.144;1.546;16.922000;2.773448
0.168;1.546;19.393000;0.404265
0.192;1.545;21.867000;1.340998
0.216;1.545;24.338000;3.349504
0.240;1.543;26.811000;3.670011
0.264;1.542;29.285000;1.604241
0.288;1.541;31.755000;0.425632
0.312;1.541;34.229000;0.658106
0.336;1.542;36.699000;0.262388
0.360;1.541;39.175000;1.540140
0.384;1.541;41.647000;3.542663
0.408;1.539;44.117000;2.800798
0.432;1.538;46.593000;0.011111
0.456;1.539;49.067000;1.230744
0.480;1.539;51.539000;1.079465
0.504;1.539;54.013000;1.467491
0.528;1.538;56.486000;2.587981
0.552;1.537;58.960000;1.923038
0.576;1.536;61.432000;0.665798
0.600;1.538;63.902000;1.437578
0.624;1.538;66.373000;0.110254
0.648;1.538;68.845000;0.836735
0.672;1.537;71.317000;0.058118
0.696;1.538;73.788000;0.502554
0.720;1.537;76.259000;1.124763
0.744;1.537;78.735000;1.950388
0.768;1.536;81.208000;0.615372
0.792;1.536;83.679000;2.243544
0.816;1.538;86.150000;0.351275
0.840;1.537;88.623000;1.852099
0.864;1.536;91.094000;1.735007
0.888;1.538;93.564000;2.330722
0.912;1.538;96.035000;1.812784
0.936;1.537;98.506000;0.398282
0.960;1.538;100.980000;3.842657
0.984;1.540;103.450000;1.539285
1.008;1.539;105.920000;1.064081
1.032;1.539;108.393000;1.801673
1.056;1.540;110.865000;4.778535
1.080;1.543;113.335000;3.836674
1.104;1.537;115.805000;6.590464
1.128;1.537;118.278000;2.726440
1.152;1.540;120.749000;1.656377
1.176;1.539;123.220000;1.579455
1.200;1.538;125.692000;0.666653
1.224;1.539;128.166000;3.288822
1.248;1.541;130.636000;1.968336
1.272;1.541;133.110000;0.458110
1.296;1.541;135.584000;0.044444
1.320;1.541;138.056000;3.202499
1.344;1.543;140.527000;2.852079
1.368;1.543;142.998000;0.749557
1.392;1.543;145.468000;1.739281
1.416;1.545;147.938000;4.009320
1.440;1.546;150.413000;2.002523
1.464;1.546;152.884000;0.005983
1.488;1.546;155.357000;0.864940
1.512;1.547;157.827000;4.011884
1.536;1.549;160.298000;2.198246
1.560;1.549;162.769000;0.403411
1.584;1.549;165.240000;2.443540
1.608;1.551;167.711000;3.887100
1.632;1.552;170.182000;1.003398
1.656;1.552;172.654000;0.295720
1.680;1.552;175.130000;1.935858
1.704;1.553;177.601000;4.369997
1.728;1.556;180.071000;2.930710
1.752;1.556;182.543000;0.174355
1.776;1.556;185.014000;3.736676
1.800;1.559;187.485000;3.670011
1.824;1.559;189.955000;0.319652
1.848;1.559;192.426000;2.850369
1.872;1.562;194.896000;4.520421
1.896;1.562;197.368000;0.691439
1.920;1.562;199.838000;1.697401
1.944;1.564;202.309000;4.859730
1.968;1.566;204.780000;2.317047
1.992;1.566;207.250000;0.065811
2.016;1.566;209.720000;4.030687
2.040;1.569;212.190000;2.988828
2.064;1.569;214.660000;0.336745
2.088;1.569;217.130000;2.944384
2.112;1.571;219.605000;4.380253
2.136;1.573;222.077000;3.178568
2.160;1.574;224.548000;0.651269
2.184;1.574;227.021000;1.275188
2.208;1.575;229.493000;3.646080
2.232;1.577;231.967000;3.879408
2.256;1.578;234.442000;4.192222
2.280;1.580;236.915000;3.047801
2.304;1.581;239.388000;0.293156
2.328;1.580;241.859000;3.162329
2.352;1.583;244.329000;4.667426
2.376;1.584;246.799000;1.973464
2.400;1.585;249.273000;1.125618
2.424;1.585;251.744000;4.263161
2.448;1.588;254.215000;5.433223
2.472;1.590;256.686000;1.714495
2.496;1.590;259.159000;1.013655
2.520;1.590;261.632000;2.913616
2.544;1.592;264.104000;5.348609
2.568;1.595;266.574000;3.039254
2.592;1.595;269.045000;0.439307
2.616;1.595;271.516000;3.421298
2.640;1.598;273.988000;5.683645
2.664;1.600;276.460000;3.625567
2.688;1.601;278.930000;2.339269
2.712;1.602;281.407000;1.769195
2.736;1.602;283.880000;1.735007
2.760;1.603;286.352000;3.040964
2.784;1.605;288.828000;5.375959
2.808;1.608;291.298000;5.337498
2.832;1.609;293.768000;1.471765
2.856;1.609;296.238000;2.167477
2.880;1.611;298.710000;5.210150
2.904;1.613;301.180000;4.891353
2.928;1.615;303.651000;1.680308
2.952;1.615;306.122000;2.017053
2.976;1.616;308.593000;5.587066
3.000;1.619;311.065000;4.502472
3.024;1.620;313.535000;1.405954
3.048;1.621;316.006000;3.186260
3.072;1.623;318.476000;6.262266
3.096;1.626;320.948000;4.196496
3.120;1.626;323.420000;0.662380
3.144;1.626;325.891000;3.013614
3.168;1.629;328.362000;6.105859
3.192;1.631;330.832000;2.882847
3.216;1.631;333.302000;1.661505
3.240;1.633;335.773000;5.924666
3.264;1.636;338.243000;4.112737
3.288;1.636;340.713000;1.168352
3.312;1.637;343.185000;4.989642
3.336;1.640;345.656000;5.736635
3.360;1.642;348.126000;1.927311
3.384;1.642;350.596000;2.550375
3.408;1.644;353.069000;6.105004
3.432;1.647;355.540000;4.417859
3.456;1.648;358.010000;1.624753
3.480;1.648;360.483000;4.211880
3.504;1.651;362.953000;6.387049
3.528;1.654;365.424000;2.703364
3.552;1.653;367.894000;2.234143
3.576;1.655;370.364000;5.906717
3.600;1.658;372.836000;4.453755
3.624;1.659;375.307000;1.545268
3.648;1.660;377.779000;3.570013
3.672;1.662;380.250000;6.645164
3.696;1.665;382.720000;4.447773
3.720;1.666;385.192000;1.680308
3.744;1.666;387.665000;3.910177
3.768;1.669;390.136000;6.608412
3.792;1.672;392.608000;5.229808
3.816;1.673;395.082000;3.507621
3.840;1.675;397.557000;2.361490
3.864;1.675;400.027000;4.849474
3.888;1.679;402.497000;6.158849
3.912;1.680;404.968000;2.062351
3.936;1.681;407.440000;3.173440
3.960;1.683;409.910000;6.705846
3.984;1.686;412.380000;4.189658
4.008;1.687;414.850000;2.040984
4.032;1.688;417.321000;5.677662
4.056;1.691;419.792000;7.050284
4.080;1.694;422.265000;3.742659
4.104;1.694;424.735000;2.367473
4.128;1.696;427.208000;4.946053
4.152;1.698;429.679000;6.876783
4.176;1.701;432.151000;6.283633
4.200;1.704;434.625000;2.971734
4.224;1.704;437.097000;2.547811
4.248;1.706;439.567000;6.397306
4.272;1.709;442.037000;6.543457
4.296;1.711;444.512000;4.364868
4.320;1.713;446.986000;4.166582
4.344;1.715;449.458000;3.640097
4.368;1.716;451.931000;5.440915
4.392;1.719;454.402000;7.106693
4.416;1.722;456.872000;4.791355
4.440;1.723;459.346000;2.449523
4.464;1.724;461.816000;4.260597
4.488;1.727;464.288000;7.196435
4.512;1.730;466.760000;5.736635
4.536;1.731;469.233000;3.257199
4.560;1.732;471.704000;2.742679
4.584;1.734;474.178000;5.116135
4.608;1.737;476.650000;7.544291
4.632;1.740;479.121000;5.279380
4.656;1.741;481.591000;3.012759
4.680;1.742;484.061000;5.746892
4.704;1.746;486.533000;7.729757
4.728;1.749;489.005000;5.990476
4.752;1.751;491.479000;3.702489
4.776;1.752;493.952000;3.063185
4.800;1.753;496.425000;4.169146
4.824;1.755;498.897000;6.596447
4.848;1.759;501.370000;8.096416
4.872;1.762;503.840000;5.046906
4.896;1.763;506.311000;3.230703
4.920;1.765;508.782000;4.105045
4.944;1.766;511.260000;6.884475
4.968;1.770;513.731000;8.114365
4.992;1.773;516.204000;5.503307
5.016;1.775;518.677000;4.142651
5.040;1.776;521.148000;4.422132
5.064;1.779;523.624000;4.961437
5.088;1.781;526.096000;4.956309
5.112;1.783;528.571000;7.984453
5.136;1.787;531.043000;9.034859
5.160;1.790;533.515000;5.848599
5.184;1.792;535.987000;3.293950
5.208;1.793;538.457000;3.835819
5.232;1.795;540.928000;7.695570
5.256;1.799;543.398000;7.654545
5.280;1.802;545.870000;3.725565
5.304;1.803;548.340000;4.381962
5.328;1.805;550.811000;7.977615
5.352;1.809;553.281000;6.481919
5.376;1.811;555.752000;4.199914
5.400;1.813;558.225000;5.614416
5.424;1.815;560.696000;8.768198
5.448;1.820;563.167000;7.913514
5.472;1.822;565.638000;3.784538
5.496;1.823;568.108000;5.344336
5.520;1.826;570.580000;8.455383
5.544;1.830;573.050000;7.601555
5.568;1.833;575.523000;4.080259
5.592;1.833;577.994000;5.642620
5.616;1.837;580.464000;9.319468
5.640;1.841;582.935000;5.843471
5.664;1.842;585.406000;3.686250
5.688;1.844;587.879000;7.840866
5.712;1.849;590.351000;9.691256
5.736;1.852;592.822000;6.326367
5.760;1.854;595.294000;4.142651
5.784;1.856;597.767000;7.780183
5.808;1.860;600.238000;9.302375
5.832;1.863;602.709000;4.918703
5.856;1.864;605.179000;5.228953
5.880;1.868;607.652000;9.745955
5.904;1.872;610.123000;9.345964
5.928;1.875;612.597000;4.952036
5.952;1.877;615.069000;4.342647
5.976;1.879;617.541000;8.965629
6.000;1.884;620.011000;8.040007
6.024;1.886;622.481000;5.273397
6.048;1.888;624.951000;8.737429
6.072;1.893;627.422000;7.651981
6.096;1.895;629.893000;5.729798
6.120;1.898;632.364000;8.134877
6.144;1.901;634.841000;9.759630
6.168;1.906;637.312000;8.836572
6.192;1.909;639.784000;4.946053
6.216;1.910;642.254000;7.107548
6.240;1.915;644.726000;10.726277
6.264;1.919;647.200000;8.412649
6.288;1.922;649.675000;6.596447
6.312;1.924;652.147000;6.485338
6.336;1.927;654.618000;7.657964
6.360;1.931;657.093000;9.835697
6.384;1.935;659.565000;8.114365
6.408;1.937;662.038000;6.028082
6.432;1.940;664.509000;8.051973
6.456;1.944;666.984000;10.257056
6.480;1.949;669.454000;10.886103
6.504;1.953;671.928000;7.769927
6.528;1.955;674.398000;7.197289
6.552;1.959;676.868000;10.145093
6.576;1.963;679.338000;7.169939
6.600;1.965;681.808000;7.248570
6.624;1.969;684.280000;9.909200
6.648;1.973;686.757000;9.243402
6.672;1.977;689.233000;10.556195
6.696;1.982;691.704000;8.806658
6.720;1.984;694.174000;6.768238
6.744;1.988;696.646000;8.245131
6.768;1.991;699.121000;10.673287
6.792;1.996;701.594000;11.210883
6.816;2.001;704.064000;7.865652
6.840;2.003;706.535000;7.518650
6.864;2.007;709.006000;11.631387
6.888;2.013;711.477000;10.368165
6.912;2.015;713.947000;8.845974
6.936;2.020;716.424000;9.645103
6.960;2.023;718.895000;9.658778
6.984;2.028;721.372000;12.625384
7.008;2.034;723.842000;9.974156
7.032;2.036;726.312000;8.127185
7.056;2.041;728.783000;12.116847
7.080;2.046;731.258000;11.716001
7.104;2.050;733.728000;8.345984
7.128;2.053;736.199000;10.578417
7.152;2.059;738.672000;13.838180
7.176;2.065;741.143000;9.219470
7.200;2.067;743.615000;8.431452
7.224;2.072;746.085000;13.686046
7.248;2.078;748.556000;12.548462
7.272;2.082;751.027000;8.157099
7.296;2.085;753.500000;9.442543
7.320;2.090;755.976000;12.237358
7.344;2.095;758.447000;14.148430
7.368;2.102;760.921000;13.592886
7.392;2.106;763.391000;9.398954
7.416;2.109;765.862000;10.917726
7.440;2.115;768.332000;14.974054
7.464;2.122;770.802000;12.931361
7.488;2.126;773.272000;10.645082
7.512;2.131;775.743000;11.936509
7.536;2.136;778.216000;14.852689
7.560;2.143;780.686000;12.375816
7.584;2.146;783.156000;9.798091
7.608;2.151;785.630000;13.909119
7.632;2.158;788.100000;15.795405
7.656;2.164;790.571000;15.654382
7.680;2.171;793.043000;12.073258
7.704;2.174;795.514000;9.957062
7.728;2.179;797.989000;14.815938
7.752;2.186;800.462000;17.735536
7.776;2.194;802.933000;16.032152
7.800;2.200;805.404000;12.396329
7.824;2.204;807.877000;11.442502
7.848;2.209;810.347000;14.833031
7.872;2.216;812.818000;17.941515
7.896;2.224;815.291000;16.685985
7.920;2.230;817.762000;13.138194
7.944;2.235;820.232000;14.356973
7.968;2.242;822.704000;18.361165
7.992;2.250;825.174000;16.994526
8.016;2.256;827.648000;16.080869
8.040;2.264;830.124000;15.039010
8.064;2.269;832.594000;15.852669
8.088;2.277;835.065000;18.332105
8.112;2.284;837.538000;19.200464
8.136;2.293;840.010000;19.126961
8.160;2.300;842.481000;13.727071
8.184;2.304;844.952000;16.934698
8.208;2.314;847.422000;23.375592
8.232;2.323;849.892000;19.027818
8.256;2.329;852.365000;15.876600
8.280;2.337;854.835000;17.834680
8.304;2.344;857.307000;20.611546
8.328;2.354;859.779000;22.776459
8.352;2.363;862.250000;20.258562
8.376;2.370;864.723000;17.816731
8.400;2.378;867.193000;20.103864
8.424;2.387;869.667000;22.818339
8.448;2.397;872.137000;22.586720
8.472;2.406;874.607000;22.703811
8.496;2.416;877.082000;20.632059
8.520;2.423;879.554000;20.542317
8.544;2.433;882.026000;25.099489
8.568;2.444;884.497000;28.976333
8.592;2.457;887.348000;24.827700
8.616;2.464;889.824000;19.461142
8.640;2.473;892.296000;25.718280
8.664;2.486;895.150000;28.734458
8.688;2.497;897.620000;25.102908
8.712;2.506;900.090000;29.855802
8.736;2.521;903.131000;30.918174
8.760;2.532;905.602000;26.973810
8.784;2.544;908.643000;28.764372
8.808;2.556;911.306000;29.203679
8.832;2.568;914.157000;26.108870
8.856;2.578;916.631000;29.484870
8.880;2.592;919.291000;35.233471
8.904;2.607;922.143000;36.512077
8.928;2.623;925.185000;35.449706
8.952;2.636;927.845000;33.430089
8.976;2.650;930.890000;31.440386
9.000;2.662;933.551000;39.775259
9.024;2.683;936.593000;44.460633
9.048;2.699;939.633000;36.270202
9.072;2.713;942.676000;38.886388
9.096;2.731;945.909000;44.893958
9.120;2.751;948.759000;45.914450
9.144;2.769;951.990000;45.778555
9.168;2.789;955.032000;42.024785
9.192;2.804;958.072000;45.536680
9.216;2.826;961.682000;49.976760
9.240;2.846;965.106000;49.324637
9.264;2.867;968.339000;55.939032
9.288;2.892;971.762000;60.137237
9.312;2.917;974.802000;56.526200
9.336;2.939;977.846000;57.770619
9.360;2.965;981.269000;58.295394
9.384;2.987;984.500000;66.718300
9.408;3.020;987.541000;73.424146
9.432;3.048;991.348000;70.261817
9.456;3.079;994.581000;70.057548
9.480;3.106;998.004000;79.985551
9.504;3.145;1002.755000;89.091349
9.528;3.180;1007.317000;82.539345
9.552;3.213;1010.737000;86.010215
9.576;3.251;1014.544000;93.823731
9.600;3.291;1018.536000;100.990252
9.624;3.335;1022.150000;113.416494
9.648;3.385;1027.094000;112.215664
9.672;3.428;1030.896000;110.919109
9.696;3.477;1035.457000;126.973483
9.720;3.533;1040.970000;128.242688
9.744;3.583;1044.391000;129.940944
9.768;3.641;1049.522000;132.671658
9.792;3.693;1053.895000;133.935735
9.816;3.752;1057.315000;151.688365
9.840;3.819;1063.206000;158.842065
9.864;3.884;1068.911000;153.370382
9.888;3.946;1074.426000;143.956044
9.912;4.003;1078.607000;146.506419
9.936;4.068;1082.977000;164.604341
9.960;4.140;1089.251000;158.790784
9.984;4.200;1094.951000;150.655052
10.008;4.265;1101.033000;155.060091
10.032;4.328;1106.927000;153.306281
10.056;4.392;1112.630000;151.812294
10.080;4.454;1118.900000;137.191224
10.104;4.506;1122.700000;151.261023
10.128;4.579;1128.593000;164.061617
10.152;4.642;1134.294000;147.673062
10.176;4.702;1140.187000;143.121873
10.200;4.760;1145.888000;148.526891
10.224;4.825;1151.971000;152.132800
10.248;4.886;1157.674000;151.199486
10.272;4.950;1163.564000;148.758510
10.296;5.010;1169.264000;148.273050
10.320;5.073;1174.395000;152.581509
10.344;5.136;1180.096000;151.063591
10.368;5.198;1185.992000;146.941453
10.392;5.258;1192.263000;147.236319
10.416;5.321;1198.157000;150.492663
10.440;5.383;1202.338000;153.758408
10.464;5.448;1208.423000;148.580736
10.488;5.506;1214.124000;142.256078
10.512;5.566;1220.396000;140.353553
10.536;5.622;1226.096000;140.275777
10.560;5.682;1232.178000;137.323700
10.584;5.736;1238.260000;133.702406
10.608;5.793;1243.772000;139.067254
10.632;5.852;1248.903000;140.197146
10.656;5.909;1254.987000;139.504852
10.680;5.967;1261.447000;138.164708
10.704;6.024;1267.720000;137.284385
10.728;6.081;1273.613000;138.468976
10.752;6.139;1279.505000;137.216010
10.776;6.195;1285.586000;133.174212
10.800;6.249;1291.288000;139.264686
10.824;6.310;1297.183000;144.116724
10.848;6.369;1302.886000;146.972221
10.872;6.432;1309.918000;150.179848
10.896;6.493;1316.381000;146.283347
10.920;6.553;1322.463000;150.044808
10.944;6.618;1329.117000;151.498625
10.968;6.679;1335.771000;150.855903
10.992;6.743;1342.233000;154.759242
11.016;6.807;1348.507000;151.297774
11.040;6.868;1352.308000;169.440140
11.064;6.948;1358.582000;184.212489
11.088;7.021;1365.236000;172.607597
11.112;7.091;1371.507000;179.500619
11.136;7.170;1377.779000;188.408130
11.160;7.247;1384.241000;189.817503
11.184;7.327;1390.701000;191.594390
11.208;7.406;1397.165000;198.816465
11.232;7.492;1404.007000;213.046945
11.256;7.583;1410.853000;214.020429
11.280;7.669;1417.695000;215.313565
11.304;7.761;1424.351000;224.737305
11.328;7.856;1430.813000;231.491014
11.352;7.953;1437.656000;232.312364
11.376;8.048;1444.309000;232.990128
11.400;8.146;1450.960000;237.403714
11.424;8.245;1457.806000;246.577031
11.448;8.351;1465.224000;230.852565
11.472;8.436;1469.594000;240.414764
11.496;8.550;1476.819000;260.294701
11.520;8.652;1483.478000;238.106264
11.544;8.747;1490.322000;204.119776
11.568;8.822;1494.313000;213.100790
11.592;8.924;1501.157000;223.792880
11.616;9.007;1507.429000;198.790825
11.640;9.089;1514.082000;189.718360
11.664;9.164;1519.783000;176.428887
11.688;9.235;1525.673000;169.287152
11.712;9.305;1531.757000;167.111982
11.736;9.374;1537.649000;157.844650
11.760;9.436;1543.541000;132.213548
11.784;9.483;1546.963000;145.965404
11.808;9.557;1553.045000;159.426669
11.832;9.616;1558.937000;141.786857
11.856;9.674;1565.211000;137.755315
11.880;9.730;1570.722000;132.776784
11.904;9.784;1576.235000;134.072484
11.928;9.841;1581.937000;129.358050
11.952;9.892;1587.639000;120.769336
11.976;9.941;1593.154000;121.325735
