ml;pH;sec;dpH/dml
0.000;2.286;2.094000;10.787815
0.024;2.282;4.561000;6.173379
0.048;2.281;7.032000;2.598238
0.072;2.280;9.503000;2.158076
0.096;2.280;11.973000;1.417920
0.120;2.279;14.447000;5.034940
0.144;2.275;16.918000;3.357197
0.168;2.276;19.391000;9.027167
0.192;2.283;21.867000;4.269144
0.216;2.279;24.337000;9.949370
0.240;2.275;26.808000;6.501577
0.264;2.274;29.278000;0.752976
0.288;2.275;31.749000;2.965752
0.312;2.276;34.219000;1.264077
0.336;2.276;36.691000;0.823060
0.360;2.276;39.162000;3.185405
0.384;2.279;41.632000;6.935756
0.408;2.282;44.105000;2.540974
0.432;2.281;46.577000;1.463218
0.456;2.280;49.048000;3.018742
0.480;2.279;51.518000;0.700840
0.504;2.280;53.989000;5.498179
0.528;2.283;56.461000;1.711076
0.552;2.281;58.932000;2.668322
0.576;2.281;61.404000;7.465660
0.600;2.287;63.874000;8.949390
0.624;2.288;66.345000;1.715350
0.648;2.286;68.818000;2.398242
0.672;2.286;71.289000;7.554547
0.696;2.292;73.759000;9.290409
0.720;2.294;76.229000;2.336705
0.744;2.294;78.701000;1.704239
0.768;2.295;81.172000;10.723713
0.792;2.303;83.643000;5.766549
0.816;2.300;86.119000;5.328097
0.840;2.299;88.592000;1.005962
0.864;2.301;91.062000;4.045217
0.888;2.302;93.533000;4.965711
0.912;2.305;96.003000;9.917747
0.936;2.310;98.479000;7.163102
0.960;2.311;100.949000;1.403390
0.984;2.309;103.419000;4.002483
1.008;2.314;105.892000;9.985267
1.032;2.317;108.365000;6.039193
1.056;2.319;110.836000;4.755459
1.080;2.321;113.308000;6.901569
1.104;2.325;115.778000;4.852038
1.128;2.325;118.250000;0.805966
1.152;2.326;120.725000;5.470829
1.176;2.330;123.196000;24.925988
1.200;2.346;126.807000;9.811766
1.224;2.338;129.278000;10.843369
1.248;2.337;131.750000;4.899046
1.272;2.342;134.223000;7.114385
1.296;2.343;136.698000;3.507621
1.320;2.345;139.173000;3.581124
1.344;2.346;141.643000;8.499827
1.368;2.352;144.116000;6.986183
1.392;2.352;146.586000;2.658066
1.416;2.354;149.059000;8.026332
1.440;2.359;151.530000;12.215991
1.464;2.364;154.000000;8.006675
1.488;2.365;156.471000;3.234977
1.512;2.367;158.941000;5.719542
1.536;2.370;161.412000;9.849372
1.560;2.375;163.885000;7.935736
1.584;2.377;166.357000;8.402393
1.608;2.382;168.830000;5.330661
1.632;2.381;171.300000;0.681183
1.656;2.383;173.773000;7.984453
1.680;2.388;176.244000;19.049185
1.704;2.398;178.715000;21.608107
1.728;2.406;181.186000;15.242425
1.752;2.411;183.657000;0.229055
1.776;2.406;186.131000;9.383570
1.800;2.403;188.603000;0.322216
1.824;2.405;191.075000;10.541666
1.848;2.412;193.546000;13.822796
1.872;2.417;196.019000;8.333164
1.896;2.419;198.491000;6.930628
1.920;2.422;200.963000;11.432246
1.944;2.428;203.433000;4.598197
1.968;2.426;205.909000;4.456320
1.992;2.432;208.379000;12.064712
2.016;2.436;210.851000;12.804868
2.040;2.443;213.322000;12.347612
2.064;2.447;215.793000;4.024704
2.088;2.446;218.264000;6.187054
2.112;2.452;220.736000;10.056206
2.136;2.454;223.207000;4.803321
2.160;2.456;225.677000;10.116888
2.184;2.463;228.149000;24.855050
2.208;2.476;230.621000;12.924523
2.232;2.474;233.093000;1.917055
2.256;2.475;235.564000;9.695529
2.280;2.482;238.035000;19.128670
2.304;2.491;240.505000;14.621925
2.328;2.494;242.979000;1.369203
2.352;2.492;245.450000;2.665758
2.376;2.492;247.922000;24.958466
2.400;2.512;251.915000;25.662725
2.424;2.513;254.386000;3.933253
2.448;2.509;256.857000;0.887161
2.472;2.512;259.329000;15.569768
2.496;2.522;262.561000;18.179972
2.520;2.527;265.033000;1.471765
2.544;2.523;267.503000;13.570664
2.568;2.538;270.737000;20.908121
2.592;2.541;273.208000;5.576810
2.616;2.543;275.681000;13.322806
2.640;2.552;278.152000;11.205755
2.664;2.552;280.623000;14.354409
2.688;2.563;283.093000;20.399585
2.712;2.569;285.565000;3.128141
2.736;2.566;288.040000;2.540119
2.760;2.571;290.511000;12.680938
2.784;2.577;292.982000;11.909159
2.808;2.581;295.453000;24.296087
2.832;2.597;298.873000;27.688325
2.856;2.604;301.723000;6.995584
2.880;2.603;304.193000;13.373232
2.904;2.615;307.805000;7.332329
2.928;2.609;310.277000;6.928919
2.952;2.621;313.129000;19.986773
2.976;2.625;315.602000;7.193871
3.000;2.627;318.073000;9.756212
3.024;2.633;320.550000;12.457866
3.048;2.637;323.022000;14.268086
3.072;2.645;325.492000;15.362080
3.096;2.650;327.964000;13.983476
3.120;2.657;330.436000;22.144848
3.144;2.668;333.667000;17.773142
