ml;pH;sec;dpH/dml
0.000;2.353;2.092000;2.452942
0.024;2.352;4.565000;0.535887
0.048;2.353;7.042000;5.252885
0.072;2.356;9.515000;6.188763
0.096;2.358;11.984000;4.103335
0.120;2.359;14.455000;5.050325
0.144;2.362;16.925000;5.763985
0.168;2.364;19.396000;4.964856
0.192;2.366;21.868000;7.654545
0.216;2.370;24.342000;7.363098
0.240;2.373;26.800000;5.158015
0.264;2.375;29.270000;6.806699
0.288;2.378;31.740000;7.159683
0.312;2.381;34.212000;7.357970
0.336;2.384;36.682000;8.707515
0.360;2.388;39.153000;7.267373
0.384;2.390;41.624000;7.569077
0.408;2.394;44.094000;9.189556
0.432;2.398;46.567000;6.740888
0.456;2.400;49.037000;6.067398
0.480;2.403;51.511000;9.433141
0.504;2.408;53.985000;9.154514
0.528;2.411;56.455000;6.628070
0.552;2.413;58.925000;7.704971
0.576;2.417;61.398000;8.786146
0.600;2.420;63.868000;8.492989
0.624;2.424;66.338000;10.084410
0.648;2.429;68.809000;9.522883
0.672;2.432;71.282000;6.943448
0.696;2.434;73.752000;10.020309
0.720;2.440;76.222000;10.927128
0.744;2.444;78.692000;11.098065
0.768;2.449;81.162000;12.193769
0.792;2.454;83.633000;9.164771
0.816;2.457;86.103000;10.904906
0.840;2.463;88.573000;12.794611
0.864;2.468;91.043000;10.197228
0.888;2.471;93.515000;11.010887
0.912;2.477;95.987000;14.512525
0.936;2.483;98.462000;14.908243
0.960;2.489;100.936000;10.342524
0.984;2.492;103.406000;11.357888
1.008;2.499;105.877000;12.932215
1.032;2.502;108.347000;11.994628
1.056;2.508;110.817000;15.268920
1.080;2.515;113.287000;13.476649
1.104;2.520;115.758000;13.468957
1.128;2.526;118.228000;13.699721
1.152;2.531;120.703000;11.148491
1.176;2.536;123.177000;12.972385
1.200;2.542;125.647000;15.425327
1.224;2.548;128.118000;12.885208
1.248;2.552;130.589000;13.386907
1.272;2.559;133.059000;15.560367
1.296;2.565;135.530000;13.886897
1.320;2.571;138.001000;16.300523
1.344;2.579;140.471000;14.492013
1.368;2.583;142.941000;13.608270
