ml;pH;sec;dpH/dml
0.000;1.313;2.094000;0.644431
0.024;1.313;4.562000;0.114528
0.048;1.313;7.038000;1.150404
0.072;1.313;9.509000;1.942695
0.096;1.312;11.979000;1.154677
0.120;1.313;14.450000;3.900775
0.144;1.315;16.922000;0.494007
0.168;1.314;19.394000;1.377750
0.192;1.314;21.867000;1.366639
0.216;1.315;24.338000;3.752915
0.240;1.317;26.810000;1.882013
0.264;1.317;29.281000;0.338455
0.288;1.317;31.756000;0.564091
0.312;1.317;34.228000;1.255530
0.336;1.318;36.698000;3.772573
0.360;1.320;39.170000;2.672595
0.384;1.320;41.641000;0.418795
0.408;1.320;44.112000;0.588877
0.432;1.321;46.583000;3.600781
0.456;1.323;49.055000;3.485399
0.480;1.324;51.530000;1.411082
0.504;1.324;54.004000;0.111109
0.528;1.324;56.478000;0.199141
0.552;1.324;58.949000;1.072628
0.576;1.325;61.423000;3.720437
0.600;1.327;63.893000;1.664923
0.624;1.326;66.363000;0.999980
0.648;1.326;68.836000;2.482855
0.672;1.328;71.307000;4.003337
0.696;1.330;73.778000;1.688855
0.720;1.330;76.248000;0.618791
0.744;1.329;78.720000;2.392259
0.768;1.332;81.190000;5.742618
0.792;1.334;83.660000;2.234143
0.816;1.333;86.132000;1.244419
0.840;1.333;88.602000;1.330742
0.864;1.335;91.073000;4.659734
0.888;1.337;93.544000;2.205083
0.912;1.336;96.014000;0.546143
0.936;1.336;98.485000;2.770884
0.960;1.339;100.956000;5.592194
0.984;1.341;103.427000;1.917055
1.008;1.340;105.897000;0.836735
1.032;1.340;108.368000;1.948678
1.056;1.342;110.840000;4.758877
1.080;1.344;113.312000;3.722146
1.104;1.345;115.783000;1.935858
1.128;1.346;118.260000;0.299139
1.152;1.345;120.730000;0.227346
1.176;1.346;123.201000;2.337559
1.200;1.347;125.673000;3.856332
1.224;1.349;128.144000;3.633259
1.248;1.350;130.619000;1.189719
1.272;1.350;133.091000;0.000855
1.296;1.350;135.565000;0.926477
1.320;1.351;138.035000;6.622942
1.344;1.356;140.505000;4.167437
1.368;1.354;142.976000;1.570054
1.392;1.354;145.447000;2.282860
1.416;1.356;147.918000;4.134959
1.440;1.358;150.390000;1.523901
1.464;1.358;152.860000;1.727315
1.488;1.359;155.332000;3.399931
1.512;1.360;157.806000;3.208482
1.536;1.362;160.278000;3.157201
