//Comments
											
//Filter test
//Comment
//Data
TimeStamp	P_Misc.rLT0101 [m]	P_Misc.rConT0201 [muS/cm]	P_Misc.rPHT0201 [-]	P_Misc.rConT0301 [muS/cm]	P_Misc.rFT0301 [ml/min]	P_Misc.rPT0301 [bar]	P_Misc.rPT0302 [bar]	P_Misc.rPT0401 [bar]	P_Misc.rFT0401 [ml/min]	P_Misc.rPT0501 [bar]	P_Misc.rConT0501 [muS/cm]	P_Misc.rTT0501 [C]	P_Misc.rPT0601 [bar]	P_Misc.rTT0601 [C]	P_Misc.bPV0201 [1=open]	P_Misc.bPV0301 [1=open]	P_Misc.bPV0302 [1=open]	P_Misc.bPV0303 [1=open]	P_Misc.bPV0501 [1=open]	P_Misc.rCV0301 [%]	P_Misc.rPMP0201 [ml/min]	P_Misc.rPMP0301 [ml/min]	P_Misc.rPMP0401 [%]	P_Misc.rPMP0501 [%]	P_Misc.rFT0301_Avg [ml/min]	P_Misc.rPT0301_Avg [bar]	P_Misc.rPT0302_Avg [bar]	P_Misc.rPT0401_Avg [bar]	P_Misc.rFT0401_Avg [ml/min]	P_Misc.rPT0501_Avg [bar]	P_Misc.rFT0302 [ml/min]	P_Misc.rFT0302_Weight [g]	P_Misc.rFT0501 [ml/min]	P_Misc.rFT0501_Weight [g]	P_Misc.bPV0401 [1=open]	P_Misc.rPHT0301 [-]	P_Misc.rPHT0501 [-]	P_Misc.rConT0302 [muS/cm]	P_Misc.iSystemState [-]
29-11-2021 09:00:39	0.00000	413.28	7.79	428.48	987.95	0.617	0.501	0.000	0.00	0.000	513.14	20.83	4.722	22.64	1	0	0	0	1	0.00	0.00	307.40	0.00	0.00	1140.84	0.586	0.473	0.000	0.00	0.000	0.00	0.000000	16.89	67.400002	0.00	0.00	0.00	0.00	20
29-11-2021 09:00:40	0.00000	413.13	7.79	428.17	977.57	0.662	0.511	0.000	0.00	0.000	513.14	20.84	4.722	22.63	1	0	0	0	1	0.00	0.00	307.52	0.00	0.00	1132.65	0.590	0.478	0.000	0.00	0.000	0.00	0.000000	16.89	67.400002	0.00	0.00	0.00	0.00	20
29-11-2021 09:00:41	0.00000	413.16	7.79	428.17	968.90	0.624	0.525	0.000	0.00	0.000	513.02	20.84	4.728	22.64	1	0	0	0	1	0.00	0.00	307.52	0.00	0.00	1125.32	0.595	0.484	0.000	0.00	0.000	0.00	0.000000	16.89	67.400002	0.00	0.00	0.00	0.00	20
29-11-2021 09:00:42	0.00000	413.07	7.79	426.34	1020.17	0.620	0.542	0.000	0.00	0.000	513.02	20.84	4.751	22.63	1	0	0	0	1	0.00	0.00	307.52	0.00	0.00	1118.76	0.601	0.491	0.000	0.00	0.000	0.00	0.000000	16.89	67.400002	0.00	0.00	0.00	0.00	20
29-11-2021 09:00:43	0.00000	413.25	7.79	429.40	1026.03	0.652	0.555	0.000	0.00	0.000	513.14	20.84	4.721	22.63	1	0	0	0	1	0.00	0.00	307.52	0.00	0.00	1112.76	0.608	0.499	0.000	0.00	0.000	0.00	0.000000	16.89	67.400002	0.00	0.00	0.00	0.00	20
29-11-2021 09:00:44	0.00000	413.13	7.79	428.17	1027.62	0.670	0.558	0.000	0.00	0.000	513.35	20.84	4.712	22.64	1	0	0	0	1	0.00	0.00	307.52	0.00	0.00	1107.87	0.616	0.507	0.000	0.00	0.000	0.00	0.000000	16.89	67.400002	0.00	0.00	0.00	0.00	20
29-11-2021 09:00:45	0.00000	413.13	7.79	428.79	1029.33	0.666	0.561	0.000	0.00	0.000	514.73	20.85	4.717	22.63	1	0	0	0	1	0.00	0.00	307.52	0.00	0.00	1103.30	0.625	0.516	0.000	0.00	0.000	0.00	0.000000	16.89	67.400002	0.00	0.00	0.00	0.00	20
29-11-2021 09:00:46	0.00000	413.13	7.79	428.79	1057.28	0.683	0.564	0.000	0.00	0.000	515.03	20.85	4.720	22.64	1	0	0	0	1	0.00	0.00	311.46	0.00	0.00	1099.82	0.634	0.526	0.000	0.00	0.000	0.00	0.000000	16.89	67.400002	0.00	0.00	0.00	0.00	20
29-11-2021 09:00:47	0.00000	413.22	7.79	426.65	1052.03	0.696	0.560	0.000	0.00	0.000	515.03	20.85	4.723	22.63	1	0	0	0	1	0.00	0.00	311.46	0.00	0.00	1096.81	0.643	0.534	0.000	0.00	0.000	0.00	0.000000	16.89	67.400002	0.00	0.00	0.00	0.00	20
29-11-2021 09:00:48	0.00000	413.07	7.79	426.65	1030.43	0.719	0.562	0.000	0.00	0.000	515.00	20.85	4.723	22.64	1	0	0	0	1	0.00	0.00	311.46	0.00	0.00	1094.30	0.651	0.542	0.000	0.00	0.000	0.00	0.000000	16.89	67.599998	0.00	0.00	0.00	0.00	20
